Gene	Cytoband	(A) Black or African American	(B) White	(A) Black or African American	(B) White	Log Ratio	p-Value	q-Value	Higher expression in
ZNF106	15q15.1	9.86	9.92	0.57	0.58	-0.07	0.315	0.529	(B) White
ZNF132	19q13.43	5.52	5.41	1.04	0.95	0.12	0.315	0.529	(A) Black or African American
USP40	2q37.1	10.01	10.07	0.50	0.58	-0.06	0.315	0.529	(B) White
PTPN5	11p15.1	1.82	1.59	2.04	1.79	0.23	0.315	0.529	(A) Black or African American
POTEF	2q21.1	3.61	3.49	1.04	1.14	0.12	0.315	0.529	(A) Black or African American
GTF2H3	12q24.31	7.38	7.28	0.92	0.90	0.10	0.315	0.529	(A) Black or African American
ZNF324	19q13.43	7.52	7.58	0.45	0.60	-0.06	0.316	0.529	(B) White
MAN2C1	15q24.2	10.19	10.12	0.61	0.62	0.07	0.316	0.529	(A) Black or African American
ZDHHC17	12q21.2	8.83	8.77	0.58	0.65	0.07	0.316	0.529	(A) Black or African American
U2SURP	3q23	11.23	11.16	0.56	0.72	0.07	0.316	0.529	(A) Black or African American
LRIT3	4q25	2.53	2.41	1.05	1.11	0.12	0.316	0.529	(A) Black or African American
ADO	10q21.3	9.13	9.19	0.53	0.50	-0.06	0.316	0.530	(B) White
HIBCH	2q32.2	9.35	9.28	0.62	0.71	0.07	0.316	0.530	(A) Black or African American
EME1	17q21.33	7.12	7.02	0.89	0.90	0.10	0.316	0.530	(A) Black or African American
SPARCL1	4q22.1	10.68	10.53	1.37	1.23	0.15	0.316	0.530	(A) Black or African American
MUSTN1	3p21.1	4.76	4.91	1.41	1.32	-0.16	0.316	0.530	(B) White
ZBTB16	11q23.2	1.46	1.64	1.60	1.47	-0.18	0.316	0.530	(B) White
AEBP2	12p12.3	9.31	9.24	0.55	0.57	0.06	0.317	0.530	(A) Black or African American
CD209	19p13.2	4.61	4.77	1.40	1.33	-0.16	0.317	0.530	(B) White
LBH	2p23.1	10.40	10.50	0.92	0.93	-0.11	0.317	0.530	(B) White
MUC13	3q21.2	6.12	6.48	3.18	3.11	-0.36	0.317	0.530	(B) White
PLEKHJ1	19p13.3	10.29	10.38	0.79	0.59	-0.09	0.317	0.530	(B) White
LOC148709	1q32.1	3.93	4.09	1.38	1.42	-0.16	0.317	0.531	(B) White
FZD6	8q22.3	10.14	10.04	0.94	1.03	0.11	0.317	0.531	(A) Black or African American
LINC01555	1p22.3	0.52	0.61	0.75	0.84	-0.09	0.317	0.531	(B) White
MRNIP	5q35.3	8.03	7.92	1.01	1.06	0.12	0.317	0.531	(A) Black or African American
NR2C2AP	19p13.11	9.08	9.00	0.73	0.64	0.08	0.317	0.531	(A) Black or African American
AJAP1	1p36.32	2.20	1.96	2.12	1.85	0.23	0.317	0.531	(A) Black or African American
DMXL2	15q21.2	8.65	8.74	0.77	0.76	-0.09	0.317	0.531	(B) White
TTC25	17q21.2	6.49	6.25	2.08	1.90	0.23	0.317	0.531	(A) Black or African American
PDE1B	12q13.2	5.15	5.00	1.33	1.36	0.15	0.317	0.531	(A) Black or African American
CDH1	16q22.1	12.58	12.71	1.16	1.07	-0.13	0.317	0.531	(B) White
SKI	1p36.33-p36.32	10.71	10.78	0.67	0.53	-0.07	0.317	0.531	(B) White
GJB3	1p34.3	6.61	6.38	1.93	2.07	0.22	0.317	0.531	(A) Black or African American
ZNF669	1q44	6.89	6.98	0.80	0.70	-0.09	0.318	0.531	(B) White
ZMIZ1	10q22.3	11.20	11.29	0.85	0.73	-0.09	0.318	0.531	(B) White
SYN2	3p25.2	4.15	3.88	2.36	2.47	0.27	0.318	0.531	(A) Black or African American
EFHB	3p24.3	4.03	3.77	2.43	2.02	0.27	0.318	0.531	(A) Black or African American
TMEM170A	16q23.1	9.21	9.29	0.66	0.62	-0.07	0.318	0.531	(B) White
NCR3	6p21.33	2.66	2.50	1.32	1.50	0.15	0.318	0.531	(A) Black or African American
RBCK1	20p13	11.27	11.20	0.61	0.49	0.07	0.318	0.531	(A) Black or African American
PALM2	9q31.3	5.23	5.36	1.22	1.23	-0.14	0.318	0.531	(B) White
KIF21A	12q12	9.04	8.95	0.83	0.87	0.10	0.318	0.531	(A) Black or African American
MAN2B2	4p16.1	10.51	10.59	0.71	0.70	-0.08	0.318	0.531	(B) White
KCNJ10	1q23.2	4.25	4.07	1.62	1.59	0.18	0.318	0.531	(A) Black or African American
PKNOX1	21q22.3	9.40	9.34	0.57	0.41	0.06	0.318	0.531	(A) Black or African American
PDZD3	11q23.3	1.91	1.74	1.52	1.44	0.17	0.318	0.531	(A) Black or African American
TLCD3B	16p11.2	2.18	2.01	1.55	1.38	0.17	0.318	0.531	(A) Black or African American
MFSD6L	17p13.1	6.69	6.49	1.80	1.62	0.20	0.319	0.532	(A) Black or African American
DHRS3	1p36.21	11.40	11.53	1.14	1.19	-0.13	0.319	0.532	(B) White
SAMD11	1p36.33	8.41	8.22	1.66	2.00	0.20	0.319	0.532	(A) Black or African American
TMEM171	5q13.2	2.68	2.91	2.10	1.63	-0.23	0.319	0.532	(B) White
IFT27	22q12.3	9.40	9.29	0.94	1.11	0.11	0.319	0.532	(A) Black or African American
PPIL4	6q25.1	9.26	9.19	0.57	0.69	0.07	0.319	0.533	(A) Black or African American
PABPC4L	4q28.3	5.87	5.68	1.72	1.53	0.19	0.319	0.533	(A) Black or African American
INPP5E	9q34.3	8.60	8.53	0.59	0.61	0.07	0.319	0.533	(A) Black or African American
C1R	12p13.31	11.27	11.15	1.05	1.07	0.12	0.319	0.533	(A) Black or African American
SOAT1	1q25.2	9.36	9.46	0.93	0.95	-0.11	0.319	0.533	(B) White
GIMAP1	7q36.1	5.80	5.66	1.22	1.12	0.14	0.319	0.533	(A) Black or African American
ROS1	6q22.1	1.53	1.74	1.89	1.98	-0.22	0.319	0.533	(B) White
QSOX1	1q25.2	12.39	12.50	0.94	0.98	-0.11	0.320	0.533	(B) White
PRRG1	Xp21.1	7.32	7.19	1.10	1.21	0.13	0.320	0.533	(A) Black or African American
RAB20	13q34	9.14	9.24	0.96	0.72	-0.10	0.320	0.533	(B) White
MTLN	2q13	8.52	8.32	1.71	2.07	0.20	0.320	0.533	(A) Black or African American
TNFRSF1A	12p13.31	11.38	11.33	0.48	0.56	0.06	0.320	0.533	(A) Black or African American
HACD4	9p21.3	7.59	7.70	1.01	1.01	-0.11	0.320	0.533	(B) White
SDR16C5	8q12.1	2.65	2.40	2.17	2.32	0.25	0.320	0.533	(A) Black or African American
PSMD5	9q33.2	9.48	9.55	0.53	0.71	-0.06	0.320	0.533	(B) White
EYA1	8q13.3	4.02	4.31	2.54	2.46	-0.29	0.320	0.533	(B) White
CHCHD2	7p11.2	12.31	12.25	0.59	0.45	0.06	0.320	0.533	(A) Black or African American
PPP4R1L	20q13.32	4.37	4.53	1.51	1.31	-0.17	0.320	0.533	(B) White
POLRMT	19p13.3	9.93	9.99	0.56	0.58	-0.06	0.320	0.534	(B) White
C9ORF163	9q34.3	4.19	4.07	1.08	0.99	0.12	0.320	0.534	(A) Black or African American
DCBLD2	3q12.1|3	10.68	10.58	0.84	0.81	0.09	0.320	0.534	(A) Black or African American
SCD	10q24.31	12.25	12.37	1.04	1.05	-0.12	0.320	0.534	(B) White
RNF138	18q12.1	9.35	9.27	0.66	0.73	0.08	0.321	0.534	(A) Black or African American
ANKRD13B	17q11.2	7.25	7.38	1.19	1.08	-0.13	0.321	0.534	(B) White
FGFR3	4p16.3	8.01	7.77	2.20	2.11	0.25	0.321	0.534	(A) Black or African American
ASGR2	17p13.1	2.02	2.17	1.25	1.38	-0.14	0.321	0.534	(B) White
HBEGF	5q31.3	6.96	7.05	0.82	0.83	-0.09	0.321	0.535	(B) White
STBD1	4q21.1	7.64	7.55	0.81	0.75	0.09	0.321	0.535	(A) Black or African American
BBS4	15q24.1	8.33	8.41	0.69	0.63	-0.08	0.321	0.535	(B) White
RAPGEF1	9q34.13	10.39	10.44	0.51	0.53	-0.06	0.321	0.535	(B) White
IRX3	16q12.2	6.14	5.86	2.54	2.34	0.28	0.321	0.535	(A) Black or African American
PPIG	2q31.1	10.24	10.30	0.50	0.62	-0.06	0.321	0.535	(B) White
RIC1	9p24.1	8.50	8.57	0.65	0.61	-0.07	0.322	0.535	(B) White
SVOP	12q24.11	1.16	0.99	1.54	1.38	0.17	0.322	0.535	(A) Black or African American
INGX	Xq13.1	0.71	0.81	0.81	0.88	-0.09	0.322	0.535	(B) White
NDUFB2	7q34	10.70	10.62	0.73	0.57	0.08	0.322	0.535	(A) Black or African American
THUMPD2	2p22.1|2p22-p21	8.07	8.02	0.44	0.59	0.05	0.322	0.535	(A) Black or African American
ISG20L2	1q23.1	9.34	9.27	0.61	0.68	0.07	0.322	0.535	(A) Black or African American
KCND1	Xp11.23	6.20	6.33	1.15	1.13	-0.13	0.322	0.535	(B) White
TXK	4p12	4.87	5.05	1.66	1.59	-0.19	0.322	0.536	(B) White
SIRPB2	20p13	4.20	4.04	1.44	1.34	0.16	0.322	0.536	(A) Black or African American
SAYSD1	6p21.2	9.44	9.39	0.45	0.46	0.05	0.322	0.536	(A) Black or African American
ZNF141	4p16.3	6.63	6.52	0.98	0.96	0.11	0.322	0.536	(A) Black or African American
NOC2LP2	2q21.1	5.53	5.46	0.64	0.64	0.07	0.323	0.536	(A) Black or African American
RWDD4	4q35.1	9.00	9.06	0.50	0.68	-0.06	0.323	0.536	(B) White
TREX1	3p21.31	9.02	9.11	0.81	0.80	-0.09	0.323	0.536	(B) White
CNTN1	12q12	5.06	5.32	2.29	2.28	-0.26	0.323	0.536	(B) White
HMOX2	16p13.3	10.04	10.10	0.58	0.53	-0.06	0.323	0.536	(B) White
TPTE2	13q12.11	1.09	0.98	1.00	1.14	0.12	0.323	0.537	(A) Black or African American
SLC25A52	18q12.1	2.51	2.44	0.59	0.71	0.07	0.323	0.537	(A) Black or African American
VHL	3p25.3	9.59	9.68	0.78	0.81	-0.09	0.323	0.537	(B) White
GZMK	5q11.2	5.18	5.39	1.87	1.95	-0.21	0.323	0.537	(B) White
ARPC1B	7q22.1	11.91	11.83	0.76	0.67	0.08	0.323	0.537	(A) Black or African American
SFT2D2	1q24.2	6.63	6.55	0.69	0.76	0.08	0.323	0.537	(A) Black or African American
ZNF438	10p11.23	7.61	7.66	0.46	0.49	-0.05	0.323	0.537	(B) White
FAM160A2	11p15.4	9.75	9.80	0.45	0.46	-0.05	0.323	0.537	(B) White
POMT2	14q24.3	9.13	9.19	0.52	0.49	-0.06	0.323	0.537	(B) White
EPCAM	2p21	13.48	13.36	1.02	0.99	0.11	0.324	0.537	(A) Black or African American
C1ORF210	1p34.2	8.45	8.58	1.21	1.00	-0.13	0.324	0.537	(B) White
RAB40B	17q25.3	8.69	8.60	0.79	0.64	0.09	0.324	0.537	(A) Black or African American
ACSBG1	15q25.1	3.28	3.08	1.85	1.57	0.20	0.324	0.537	(A) Black or African American
KRTAP5-5	11p15.5	0.46	0.55	0.86	0.75	-0.09	0.324	0.537	(B) White
ASH1L	1q22	10.18	10.28	0.88	0.71	-0.09	0.324	0.537	(B) White
NBPF11	1q21.2	8.62	8.72	0.84	0.73	-0.09	0.324	0.538	(B) White
ZNF276	16q24.3	9.16	9.09	0.64	0.68	0.07	0.324	0.538	(A) Black or African American
GABBR1	6p22.1	7.82	7.62	1.77	1.68	0.20	0.324	0.538	(A) Black or African American
CIART	1q21.2	7.70	7.58	1.15	1.06	0.13	0.325	0.538	(A) Black or African American
TRAPPC9	8q24.3	9.82	9.88	0.50	0.56	-0.06	0.325	0.538	(B) White
PID1	2q36.3	4.28	4.45	1.57	1.57	-0.18	0.325	0.539	(B) White
TNFSF8	9q32-q33.1	3.37	3.54	1.56	1.75	-0.18	0.325	0.539	(B) White
RO60	1q31.2	9.85	9.91	0.57	0.71	-0.07	0.325	0.539	(B) White
MYBPC1	12q23.2	0.45	0.34	1.11	0.84	0.12	0.325	0.539	(A) Black or African American
YAE1	7p14.1	7.93	7.87	0.55	0.60	0.06	0.325	0.539	(A) Black or African American
MRPL38	17q25.1	10.75	10.67	0.72	0.51	0.08	0.325	0.539	(A) Black or African American
KRI1	19p13.2	10.08	10.00	0.68	0.64	0.07	0.325	0.539	(A) Black or African American
PRICKLE2	3p14.1	8.47	8.34	1.15	1.09	0.13	0.326	0.539	(A) Black or African American
TEAD3	6p21.31	9.99	10.06	0.65	0.59	-0.07	0.326	0.539	(B) White
RTBDN	19p13.13	2.12	1.90	2.04	1.71	0.22	0.326	0.539	(A) Black or African American
NFASC	1q32.1	6.25	6.04	1.92	1.75	0.21	0.326	0.540	(A) Black or African American
DZANK1	20p11.23	6.90	6.80	0.93	0.81	0.10	0.326	0.540	(A) Black or African American
CMTM3	16q22.1	9.54	9.65	0.93	1.03	-0.11	0.326	0.540	(B) White
HDGFL2	19p13.3	10.83	10.76	0.62	0.52	0.07	0.326	0.540	(A) Black or African American
LINGO1	15q24.3	7.83	8.02	1.67	1.54	-0.18	0.326	0.540	(B) White
CENPN	16q23.2	8.69	8.76	0.63	0.67	-0.07	0.326	0.540	(B) White
KIAA1586	6p12.1	7.14	7.05	0.67	0.97	0.08	0.326	0.540	(A) Black or African American
SUPT16H	14q11.2	11.52	11.46	0.52	0.47	0.06	0.326	0.540	(A) Black or African American
NUDT11	Xp11.22	4.10	3.87	2.11	1.92	0.23	0.326	0.540	(A) Black or African American
RHOBTB1	10q21.2	8.75	8.87	1.10	0.86	-0.12	0.326	0.540	(B) White
BMS1P2	10q11.22	6.24	6.33	0.79	0.90	-0.09	0.327	0.540	(B) White
SAMD9	7q21.2	8.55	8.39	1.39	1.39	0.15	0.327	0.540	(A) Black or African American
CALHM2	10q24.33	7.83	7.71	1.02	0.95	0.11	0.327	0.540	(A) Black or African American
THOC1	18p11.32	9.23	9.17	0.56	0.69	0.07	0.327	0.541	(A) Black or African American
SGSH	17q25.3	10.13	10.20	0.56	0.61	-0.06	0.327	0.541	(B) White
PDCD11	10q24.33	10.45	10.39	0.55	0.55	0.06	0.327	0.541	(A) Black or African American
TAPT1-AS1	4p15.32	6.42	6.33	0.78	0.81	0.09	0.327	0.541	(A) Black or African American
RRH	4q25	1.24	1.14	0.96	0.89	0.11	0.327	0.541	(A) Black or African American
TIGD5	8q24.3	8.03	7.95	0.75	0.78	0.08	0.327	0.541	(A) Black or African American
EDEM3	1q25.3	9.83	9.92	0.85	0.85	-0.09	0.327	0.541	(B) White
RGS19	20q13.33	8.29	8.22	0.69	0.72	0.08	0.327	0.541	(A) Black or African American
CKAP4	12q23.3	12.11	12.03	0.68	0.65	0.07	0.327	0.541	(A) Black or African American
ZKSCAN7	3p21.31	5.92	5.78	1.21	1.30	0.14	0.327	0.541	(A) Black or African American
LINC01091	4q28.1	2.70	2.88	1.64	1.54	-0.18	0.328	0.542	(B) White
TDP1	14q32.11	9.23	9.18	0.45	0.44	0.05	0.328	0.542	(A) Black or African American
IGSF5	21q22.2	2.05	2.20	1.33	1.55	-0.15	0.328	0.542	(B) White
MAPK9	5q35.3	9.60	9.55	0.51	0.40	0.05	0.328	0.542	(A) Black or African American
ARF5	7q32.1	12.03	12.09	0.58	0.52	-0.06	0.328	0.542	(B) White
NFKBID	19q13.12	5.95	5.84	1.03	0.91	0.11	0.328	0.542	(A) Black or African American
SHLD2	10q23.2	9.12	9.06	0.50	0.55	0.06	0.328	0.542	(A) Black or African American
HYAL2	3p21.31	10.91	10.98	0.56	0.63	-0.06	0.328	0.542	(B) White
KIF1BP	10q22.1	9.06	9.01	0.45	0.57	0.05	0.328	0.542	(A) Black or African American
CYP46A1	14q32.2	3.26	3.11	1.34	1.42	0.15	0.328	0.542	(A) Black or African American
HOXB3	17q21.32	10.03	10.26	1.98	2.17	-0.22	0.328	0.542	(B) White
SCN1B	19q13.11	5.91	5.79	1.12	0.99	0.12	0.328	0.542	(A) Black or African American
CLN3	16p12.1	10.46	10.53	0.59	0.61	-0.07	0.328	0.542	(B) White
BTBD6	14q32.33	10.30	10.37	0.67	0.55	-0.07	0.328	0.542	(B) White
PHACTR2	6q24.2	9.08	9.17	0.76	0.77	-0.08	0.328	0.542	(B) White
ZNF674	Xp11.3	5.78	5.85	0.52	0.74	-0.06	0.328	0.542	(B) White
FAM193B	5q35.3	10.06	10.14	0.68	0.70	-0.08	0.329	0.542	(B) White
HPS3	3q24	9.80	9.88	0.72	0.82	-0.08	0.329	0.542	(B) White
SLC44A3	1p21.3	8.65	8.81	1.48	1.12	-0.16	0.329	0.542	(B) White
CKAP2	13q14.3	9.63	9.54	0.77	0.87	0.09	0.329	0.542	(A) Black or African American
FLRT3	20p12.1	6.03	6.29	2.47	2.02	-0.26	0.329	0.542	(B) White
LRP12	8q22.3	8.05	7.94	1.02	0.97	0.11	0.329	0.542	(A) Black or African American
OCRL	Xq26.1	9.67	9.61	0.57	0.51	0.06	0.329	0.542	(A) Black or African American
MIP	12q13.3	1.27	1.37	0.90	0.97	-0.10	0.329	0.542	(B) White
DIAPH1	5q31.3	11.48	11.53	0.50	0.47	-0.05	0.329	0.542	(B) White
SBDS	7q11.21	9.85	9.78	0.62	0.58	0.07	0.329	0.542	(A) Black or African American
SPATA2L	16q24.3	8.69	8.77	0.76	0.65	-0.08	0.329	0.543	(B) White
KIF3A	5q31.1	8.49	8.57	0.77	0.75	-0.08	0.329	0.543	(B) White
CBX7	22q13.1	8.22	8.11	1.09	0.90	0.12	0.329	0.543	(A) Black or African American
EPHB6	7q34	6.78	6.57	1.87	1.75	0.20	0.329	0.543	(A) Black or African American
AFAP1-AS1	4p16.1	4.41	4.08	3.08	2.62	0.33	0.329	0.543	(A) Black or African American
PLXNB2	22q13.33	13.33	13.40	0.63	0.69	-0.07	0.330	0.543	(B) White
RAD18	3p25.3	7.74	7.81	0.61	0.69	-0.07	0.330	0.543	(B) White
CLDN18	3q22.3	0.93	0.78	1.54	0.93	0.16	0.330	0.543	(A) Black or African American
FLRT1	11q13.1	5.09	4.90	1.85	1.50	0.20	0.330	0.543	(A) Black or African American
SERF2	15q15.3	13.61	13.70	0.78	0.79	-0.09	0.330	0.543	(B) White
XRCC3	14q32.33	8.74	8.82	0.69	0.72	-0.08	0.330	0.544	(B) White
CATIP	2q35	4.32	4.03	2.65	2.54	0.29	0.330	0.544	(A) Black or African American
ADSSL1	14q32.33	7.33	7.20	1.21	1.16	0.13	0.330	0.544	(A) Black or African American
PAXIP1-AS1	7q36.2	7.94	7.86	0.75	0.69	0.08	0.330	0.544	(A) Black or African American
CFAP58	10q25.1	3.45	3.69	2.29	1.87	-0.24	0.330	0.544	(B) White
ZNF596	8p23.3	6.15	6.24	0.74	0.94	-0.09	0.330	0.544	(B) White
GCHFR	15q15.1	8.63	8.76	1.20	1.08	-0.13	0.330	0.544	(B) White
COL27A1	9q32	8.10	8.30	1.79	1.67	-0.20	0.331	0.544	(B) White
UTS2B	3q28	1.71	1.81	0.89	1.07	-0.10	0.331	0.544	(B) White
ECEL1	2q37.1	7.60	7.87	2.41	2.22	-0.26	0.331	0.544	(B) White
NPFFR1	10q22.1	1.08	0.95	1.13	1.12	0.12	0.331	0.545	(A) Black or African American
SLC35B4	7q33	8.48	8.55	0.61	0.55	-0.07	0.331	0.545	(B) White
POLE2	14q21.3	6.37	6.48	0.95	1.00	-0.11	0.331	0.545	(B) White
NHLRC2	10q25.3	6.38	6.49	0.99	0.87	-0.11	0.331	0.545	(B) White
EXO1	1q43	7.83	7.72	0.92	1.03	0.10	0.331	0.545	(A) Black or African American
MSH4	1p31.1	1.43	1.28	1.40	1.19	0.15	0.331	0.545	(A) Black or African American
PPP1R26	9q34.3	9.79	9.74	0.43	0.51	0.05	0.331	0.545	(A) Black or African American
LTA	6p21.33	3.22	3.08	1.30	1.44	0.15	0.332	0.545	(A) Black or African American
NDRG4	16q21	7.40	7.25	1.41	1.39	0.16	0.332	0.545	(A) Black or African American
DCAF7	17q23.3	11.45	11.51	0.61	0.48	-0.06	0.332	0.546	(B) White
CXCL6	4q13.3	3.32	3.57	2.20	2.25	-0.24	0.332	0.546	(B) White
COX4I2	20q11.21	3.65	3.45	1.85	1.55	0.20	0.332	0.546	(A) Black or African American
MAP1B	5q13.2	9.06	9.23	1.59	1.55	-0.17	0.332	0.546	(B) White
HIST1H2BD	6p22.2	8.58	8.44	1.26	1.16	0.14	0.332	0.546	(A) Black or African American
PIM3	22q13.33	10.92	10.84	0.68	0.68	0.07	0.332	0.546	(A) Black or African American
WBP11P1	18q12.1	3.03	3.12	0.85	0.73	-0.09	0.332	0.546	(B) White
NFYC	1p34.2	10.29	10.33	0.42	0.40	-0.05	0.332	0.546	(B) White
TMEM185A	Xq28	8.95	8.90	0.42	0.41	0.05	0.333	0.547	(A) Black or African American
GALE	1p36.11	10.27	10.36	0.87	0.73	-0.09	0.333	0.547	(B) White
CERCAM	9q34.11	10.36	10.22	1.24	1.11	0.13	0.333	0.547	(A) Black or African American
ZNF559	19p13.2	7.88	7.80	0.80	0.63	0.08	0.333	0.547	(A) Black or African American
ARL5A	2q23.3	9.52	9.58	0.50	0.64	-0.06	0.333	0.547	(B) White
DENND1C	19p13.3	7.83	7.91	0.73	0.79	-0.08	0.333	0.547	(B) White
MTA2	11q12.3	11.50	11.55	0.40	0.39	-0.04	0.333	0.547	(B) White
REP15	12p11.22	4.18	4.06	1.09	1.09	0.12	0.333	0.547	(A) Black or African American
SPRR2A	1q21.3	2.01	2.27	2.30	2.65	-0.26	0.333	0.547	(B) White
NDUFA6	22q13.2	10.08	10.01	0.65	0.60	0.07	0.333	0.547	(A) Black or African American
TRIM78P	11p15	2.99	3.13	1.30	1.20	-0.14	0.333	0.547	(B) White
ZC3H11A	1q32.1	11.81	11.87	0.55	0.59	-0.06	0.333	0.547	(B) White
MAGEL2	15q11.2	3.41	3.20	1.95	1.85	0.21	0.333	0.547	(A) Black or African American
SIGLEC9	19q13.41	4.60	4.46	1.24	1.22	0.14	0.333	0.547	(A) Black or African American
FAM135B	8q24.23	1.02	0.86	1.46	1.32	0.16	0.333	0.547	(A) Black or African American
RP1	8q11.23-q12.1	4.44	4.19	2.32	2.21	0.25	0.333	0.547	(A) Black or African American
DNAJB2	2q35	11.14	11.22	0.71	0.61	-0.08	0.333	0.547	(B) White
MINPP1	10q23.2	9.02	8.93	0.83	0.67	0.09	0.333	0.547	(A) Black or African American
RASGRP3	2p22.3	6.88	6.78	0.96	0.89	0.10	0.333	0.547	(A) Black or African American
GPR83	11q21	4.03	3.80	2.08	2.11	0.23	0.334	0.547	(A) Black or African American
MISP3	19p13.12	7.60	7.74	1.38	1.20	-0.15	0.334	0.547	(B) White
ZNF525	19q13.42	7.96	7.89	0.73	0.66	0.08	0.334	0.547	(A) Black or African American
ELAC1	18q21.2	7.22	7.16	0.60	0.52	0.06	0.334	0.547	(A) Black or African American
UBXN7	3q29	7.90	7.80	0.98	0.80	0.10	0.334	0.548	(A) Black or African American
UBE2K	4p14	10.91	10.96	0.41	0.38	-0.04	0.334	0.548	(B) White
CD300LB	17q25.1	2.87	2.73	1.24	1.24	0.14	0.334	0.548	(A) Black or African American
STAMBP	2p13.1	9.53	9.48	0.44	0.40	0.05	0.334	0.548	(A) Black or African American
CX3CL1	16q21	10.54	10.69	1.36	1.29	-0.15	0.335	0.548	(B) White
CMTR2	16q22.2	8.44	8.53	0.71	0.90	-0.08	0.335	0.548	(B) White
ZNF627	19p13.2	8.95	8.88	0.67	0.65	0.07	0.335	0.548	(A) Black or African American
A2M	12p13.31	12.55	12.65	0.87	0.94	-0.10	0.335	0.548	(B) White
TBC1D9	4q31.21	9.19	9.11	0.80	0.73	0.09	0.335	0.549	(A) Black or African American
SEMA4D	9q22.2	10.16	10.10	0.56	0.57	0.06	0.335	0.549	(A) Black or African American
ADGRL1	19p13.12	10.39	10.24	1.42	1.31	0.15	0.335	0.549	(A) Black or African American
ITGAD	16p11.2	1.66	1.50	1.43	1.30	0.15	0.335	0.549	(A) Black or African American
SLC30A6	2p22.3	7.84	7.95	1.04	0.80	-0.11	0.336	0.550	(B) White
TMED4	7p13	10.15	10.08	0.60	0.59	0.07	0.336	0.550	(A) Black or African American
LAGE3	Xq28	9.22	9.13	0.86	0.70	0.09	0.336	0.550	(A) Black or African American
NCCRP1	19q13.2	4.96	5.23	2.45	2.44	-0.27	0.336	0.550	(B) White
TMEM191A	22q11.21	4.64	4.77	1.15	1.11	-0.12	0.336	0.550	(B) White
ZFP82	19q13.12	6.19	6.03	1.55	1.22	0.16	0.336	0.550	(A) Black or African American
FAM221B	9p13.3	1.68	1.82	1.23	1.41	-0.14	0.336	0.550	(B) White
CIAO1	2q11.2	10.91	10.87	0.34	0.30	0.04	0.336	0.550	(A) Black or African American
TTPAL	20q13.12	9.23	9.17	0.55	0.52	0.06	0.336	0.550	(A) Black or African American
KIFC1	6p21.32	9.94	9.83	0.95	1.00	0.11	0.336	0.550	(A) Black or African American
SH2D6	2p11.2	1.12	1.25	1.19	1.37	-0.13	0.337	0.551	(B) White
CYP7B1	8q12.3	3.02	3.17	1.38	1.42	-0.15	0.337	0.551	(B) White
UBXN11	1p36.11	9.94	9.82	1.07	0.92	0.11	0.337	0.551	(A) Black or African American
MORN5	9q33.2	4.92	4.61	2.93	2.82	0.32	0.337	0.551	(A) Black or African American
RBM19	12q24.13-q24.21	9.41	9.37	0.33	0.39	0.04	0.337	0.551	(A) Black or African American
SNORA21	17q12	0.52	0.60	0.77	0.74	-0.08	0.337	0.551	(B) White
CCDC157	22q12.2	7.15	7.02	1.20	1.08	0.13	0.337	0.551	(A) Black or African American
ZNF544	19q13.43	8.80	8.65	1.41	1.27	0.15	0.337	0.551	(A) Black or African American
ZNF613	19q13.41	6.89	6.81	0.77	0.47	0.08	0.337	0.551	(A) Black or African American
CETN2	Xq28	10.98	10.89	0.91	0.77	0.10	0.337	0.551	(A) Black or African American
HAX1	1q21.3	10.64	10.58	0.49	0.60	0.06	0.337	0.551	(A) Black or African American
TBC1D14	4p16.1	10.52	10.46	0.55	0.51	0.06	0.337	0.551	(A) Black or African American
JRK	8q24.3	8.43	8.35	0.75	0.69	0.08	0.337	0.551	(A) Black or African American
PLK4	4q28.1	8.16	8.24	0.73	0.86	-0.08	0.337	0.551	(B) White
CTNS	17p13.2	8.64	8.71	0.64	0.54	-0.07	0.337	0.551	(B) White
HCG4B	6p22.1	2.55	2.43	1.11	1.19	0.12	0.337	0.551	(A) Black or African American
TMC1	9q21.13	1.67	1.83	1.49	1.46	-0.16	0.338	0.551	(B) White
HHIP	4q31.21	4.22	4.48	2.43	2.24	-0.26	0.338	0.552	(B) White
IGSF1	Xq26.1	3.90	3.65	2.29	2.11	0.25	0.338	0.552	(A) Black or African American
ST8SIA1	12p12.1	4.59	4.42	1.59	1.51	0.17	0.338	0.552	(A) Black or African American
CD1C	1q23.1	3.08	3.28	1.80	1.81	-0.20	0.338	0.552	(B) White
WEE1	11p15.4	10.01	9.91	0.87	0.81	0.09	0.338	0.552	(A) Black or African American
KATNAL1	13q12.3	7.08	7.17	0.83	0.79	-0.09	0.338	0.552	(B) White
KLHL9	9p21.3	9.81	9.75	0.59	0.54	0.06	0.338	0.552	(A) Black or African American
UQCC2	6p21.31	10.65	10.57	0.77	0.74	0.08	0.338	0.552	(A) Black or African American
BDH1	3q29	9.30	9.22	0.77	0.86	0.09	0.338	0.552	(A) Black or African American
BBOF1	14q24.3	7.60	7.75	1.43	1.17	-0.15	0.338	0.552	(B) White
PLA2G12A	4q25	9.71	9.78	0.61	0.54	-0.06	0.338	0.552	(B) White
EDC3	15q24.1	9.78	9.82	0.39	0.37	-0.04	0.338	0.552	(B) White
FBXO41	2p13.2	7.39	7.53	1.30	1.30	-0.14	0.339	0.552	(B) White
