Gene	Cytoband	(A) Black or African American	(B) White	(A) Black or African American	(B) White	Log Ratio	p-Value	q-Value	Higher expression in
IHH	2q35	10.36	10.18	1.76	1.38	0.18	0.461	0.733	(A) Black or African American
PHF13	1p36.31	8.87	8.83	0.39	0.45	0.04	0.462	0.733	(A) Black or African American
ZNF117	7q11.21	8.67	8.56	1.09	1.05	0.11	0.462	0.733	(A) Black or African American
PERP	6q23.3	13.23	13.31	0.76	0.70	-0.08	0.462	0.733	(B) White
ADAD2	16q24.1	0.69	0.60	0.81	1.01	0.09	0.462	0.733	(A) Black or African American
MTNR1A	4q35.2	1.87	2.02	1.39	1.40	-0.15	0.462	0.733	(B) White
ZNF334	20q13.12	3.68	3.42	2.52	2.18	0.26	0.462	0.733	(A) Black or African American
SLC25A33	1p36.22	7.70	7.75	0.46	0.57	-0.05	0.462	0.734	(B) White
SEMA6A	5q23.1	8.41	8.26	1.36	1.55	0.15	0.462	0.734	(A) Black or African American
MTRF1L	6q25.2	8.21	8.25	0.35	0.29	-0.04	0.462	0.734	(B) White
ALKBH8	11q22.3	7.44	7.40	0.41	0.47	0.04	0.462	0.734	(A) Black or African American
WDR1	4p16.1	12.93	12.97	0.39	0.36	-0.04	0.462	0.734	(B) White
TMEM156	4p14	3.26	3.12	1.44	1.29	0.15	0.462	0.734	(A) Black or African American
CTBP2	10q26.13	11.28	11.24	0.37	0.37	0.04	0.462	0.734	(A) Black or African American
ITFG1	16q12.1	9.77	9.81	0.36	0.45	-0.04	0.463	0.734	(B) White
TPRKB	2p13.1	8.58	8.63	0.44	0.54	-0.05	0.463	0.734	(B) White
SLC7A8	14q11.2	9.95	10.06	1.11	1.19	-0.12	0.463	0.734	(B) White
RBM15B	3p21.2	10.98	11.01	0.30	0.37	-0.03	0.463	0.734	(B) White
ESCO1	18q11.2	8.53	8.58	0.45	0.57	-0.05	0.463	0.734	(B) White
HNRNPH3	10q21.3	11.33	11.36	0.30	0.38	-0.03	0.463	0.734	(B) White
PRAM1	19p13.2	3.99	4.13	1.33	1.43	-0.14	0.463	0.734	(B) White
MCM7	7q22.1	12.28	12.22	0.52	0.56	0.05	0.463	0.734	(A) Black or African American
TMED7-TICAM2	5q22.3	6.03	5.86	1.60	1.86	0.17	0.463	0.734	(A) Black or African American
MFAP3	5q33.2	9.33	9.37	0.38	0.45	-0.04	0.463	0.734	(B) White
TSFM	12q14.1	9.72	9.67	0.43	0.47	0.05	0.463	0.734	(A) Black or African American
INTS9	8p21.1	8.44	8.50	0.60	0.57	-0.06	0.463	0.734	(B) White
DMAC1	9p24.1	10.10	10.03	0.61	0.67	0.06	0.463	0.734	(A) Black or African American
POLDIP2	17q11.2	11.52	11.48	0.44	0.41	0.05	0.464	0.735	(A) Black or African American
RGR	10q23.1	0.90	1.07	1.63	1.59	-0.17	0.464	0.735	(B) White
EGR2	10q21.3	6.42	6.59	1.61	1.51	-0.17	0.464	0.735	(B) White
PXDN	2p25.3	10.05	10.19	1.37	1.23	-0.14	0.464	0.735	(B) White
DESI2	1q44	10.33	10.37	0.37	0.39	-0.04	0.464	0.735	(B) White
UBE2G1	17p13.2	9.93	9.97	0.39	0.43	-0.04	0.464	0.735	(B) White
MIS18A	21q22.11	8.58	8.63	0.47	0.52	-0.05	0.464	0.735	(B) White
HIST1H2BC	6p22.2	4.26	4.38	1.13	1.10	-0.12	0.464	0.735	(B) White
DPH5	1p21.2	8.67	8.71	0.40	0.54	-0.04	0.464	0.735	(B) White
DPYSL5	2p23.3	0.92	1.03	1.01	1.26	-0.11	0.464	0.735	(B) White
PIP5K1C	19p13.3	9.97	9.92	0.51	0.49	0.05	0.464	0.735	(A) Black or African American
DUSP19	2q32.1	5.41	5.48	0.71	0.72	-0.07	0.464	0.735	(B) White
PRR34	22q13.31	2.28	2.35	0.74	0.77	-0.08	0.464	0.735	(B) White
PPP1CA	11q13.2	12.07	12.11	0.36	0.42	-0.04	0.465	0.735	(B) White
OGG1	3p25.3	8.64	8.60	0.39	0.46	0.04	0.465	0.735	(A) Black or African American
DNMT3B	20q11.21	6.82	6.71	1.00	1.00	0.10	0.465	0.735	(A) Black or African American
PTPRZ1	7q31.32	1.67	1.84	1.58	1.68	-0.17	0.465	0.735	(B) White
CYCS	7p15.3	12.37	12.42	0.49	0.63	-0.05	0.465	0.735	(B) White
KLK13	19q13.41	1.79	1.60	1.83	1.62	0.19	0.465	0.735	(A) Black or African American
TEX264	3p21.2	10.40	10.44	0.41	0.47	-0.04	0.465	0.735	(B) White
SLC25A12	2q31.1	8.75	8.70	0.47	0.46	0.05	0.465	0.735	(A) Black or African American
C12ORF45	12q23.3	8.02	8.08	0.57	0.60	-0.06	0.465	0.736	(B) White
ZNF583	19q13.43	5.16	5.27	1.07	0.96	-0.11	0.465	0.736	(B) White
RAB24	5q35.3	8.62	8.56	0.55	0.54	0.06	0.465	0.736	(A) Black or African American
GRWD1	19q13.33	10.02	9.98	0.40	0.40	0.04	0.465	0.736	(A) Black or African American
COA8	14q32.33	8.74	8.79	0.51	0.52	-0.05	0.465	0.736	(B) White
PRTG	15q21.3	2.81	2.96	1.39	1.51	-0.15	0.465	0.736	(B) White
DCUN1D4	4q12	8.98	8.93	0.47	0.39	0.05	0.466	0.736	(A) Black or African American
ELAC1	18q21.2	6.45	6.54	0.92	0.60	-0.09	0.466	0.736	(B) White
CHEK1	11q24.2	8.78	8.73	0.53	0.59	0.06	0.466	0.736	(A) Black or African American
FST	5q11.2	3.71	3.88	1.59	1.52	-0.16	0.466	0.737	(B) White
COX6A1	12q24.31|12q24.2	11.58	11.63	0.48	0.54	-0.05	0.466	0.737	(B) White
LIMK2	22q12.2	10.65	10.60	0.48	0.46	0.05	0.467	0.737	(A) Black or African American
C11ORF1	11q23.1	8.42	8.36	0.59	0.86	0.07	0.467	0.738	(A) Black or African American
ZMYM4	1p34.3	9.85	9.89	0.37	0.43	-0.04	0.467	0.738	(B) White
MYO10	5p15.1	11.52	11.45	0.62	0.62	0.06	0.467	0.738	(A) Black or African American
NXF2	Xq22.1	1.64	1.35	2.90	2.58	0.29	0.467	0.738	(A) Black or African American
GEMIN8P4	1p22.2	4.95	5.02	0.64	0.73	-0.07	0.467	0.738	(B) White
NMRK1	9q21.13	8.03	7.97	0.56	0.62	0.06	0.467	0.738	(A) Black or African American
PARVA	11p15.3	10.48	10.44	0.44	0.44	0.05	0.467	0.738	(A) Black or African American
CENPL	1q25.1	7.47	7.52	0.41	0.51	-0.04	0.467	0.738	(B) White
CYP2B6	19q13.2	8.43	8.20	2.21	2.37	0.23	0.467	0.738	(A) Black or African American
FBXO2	1p36.22	5.78	6.00	2.06	2.22	-0.22	0.468	0.738	(B) White
DNAH12	3p14.3	1.22	1.33	1.04	1.03	-0.11	0.468	0.738	(B) White
DIXDC1	11q23.1	7.99	8.07	0.73	0.78	-0.08	0.468	0.738	(B) White
MAP4K5	14q22.1	9.51	9.46	0.41	0.48	0.04	0.468	0.738	(A) Black or African American
ATOH8	2p11.2	6.01	5.85	1.56	1.47	0.16	0.468	0.738	(A) Black or African American
LTF	3p21.31	5.77	5.58	1.93	1.81	0.20	0.468	0.738	(A) Black or African American
ATP5MGL	22q13.2	0.76	0.70	0.59	0.60	0.06	0.468	0.739	(A) Black or African American
FBXO5	6q25.2	8.05	8.10	0.47	0.59	-0.05	0.468	0.739	(B) White
MCRS1	12q13.12	10.41	10.38	0.30	0.34	0.03	0.468	0.739	(A) Black or African American
FAM228A	2p23.3	1.20	1.11	0.88	0.92	0.09	0.468	0.739	(A) Black or African American
LINC02591	1q21.1	7.97	7.87	0.99	1.07	0.10	0.468	0.739	(A) Black or African American
HSPH1	13q12.3	12.02	12.10	0.74	0.93	-0.08	0.468	0.739	(B) White
CYP2F1	19q13.2	0.71	0.64	0.66	0.69	0.07	0.468	0.739	(A) Black or African American
CD96	3q13.13-q13.2	5.50	5.66	1.50	1.49	-0.15	0.468	0.739	(B) White
ZNF154	19q13.43	3.94	3.81	1.25	1.06	0.13	0.469	0.739	(A) Black or African American
KPNA3	13q14.2	10.42	10.48	0.50	0.53	-0.05	0.469	0.739	(B) White
RNF212	4p16.3	3.14	2.96	1.80	1.56	0.18	0.469	0.739	(A) Black or African American
MAMDC2	9q21.12	2.92	3.13	2.05	2.06	-0.21	0.469	0.739	(B) White
PCDHA10	5q31.3	2.05	2.20	1.47	1.59	-0.15	0.469	0.739	(B) White
NIPA2	15q11.2	10.29	10.25	0.40	0.42	0.04	0.469	0.739	(A) Black or African American
TMEM25	11q23.3	5.66	5.79	1.26	1.32	-0.13	0.469	0.739	(B) White
MMAA	4q31.21	7.75	7.81	0.58	0.49	-0.06	0.469	0.739	(B) White
POFUT1	20q11.21	11.88	11.79	0.83	0.87	0.09	0.469	0.739	(A) Black or African American
SMARCD3	7q36.1	6.42	6.53	1.07	0.90	-0.11	0.469	0.739	(B) White
TSEN34	19q13.42	10.03	10.07	0.41	0.40	-0.04	0.469	0.739	(B) White
DKK3	11p15.3	9.86	9.98	1.20	1.07	-0.12	0.469	0.739	(B) White
OCIAD2	4p11	10.84	10.79	0.56	0.57	0.06	0.469	0.739	(A) Black or African American
KCNMB4	12q15	5.79	5.96	1.61	1.73	-0.17	0.469	0.739	(B) White
CD3G	11q23.3	3.76	3.92	1.52	1.60	-0.16	0.470	0.740	(B) White
TOP1P2	22q11.23	3.19	3.26	0.68	0.71	-0.07	0.470	0.740	(B) White
OR51E2	11p15.4	4.19	4.05	1.35	1.25	0.14	0.470	0.740	(A) Black or African American
HNF4A	20q13.12	11.89	11.81	0.82	0.85	0.08	0.470	0.740	(A) Black or African American
MOB2	11p15.5	9.29	9.25	0.38	0.44	0.04	0.470	0.740	(A) Black or African American
GAMT	19p13.3	4.74	4.88	1.43	1.22	-0.14	0.470	0.740	(B) White
PTCHD4	6p12.3	2.43	2.61	1.73	1.67	-0.18	0.470	0.740	(B) White
GLE1	9q34.11	10.18	10.14	0.34	0.38	0.04	0.470	0.740	(A) Black or African American
DHRS9	2q31.1	6.68	6.40	2.76	2.49	0.28	0.470	0.740	(A) Black or African American
MRS2P2	12q21.1	0.94	0.87	0.64	0.70	0.07	0.470	0.740	(A) Black or African American
RANBP1	22q11.21	10.60	10.65	0.56	0.54	-0.06	0.470	0.740	(B) White
DMKN	19q13.12	6.63	6.88	2.41	2.13	-0.24	0.470	0.740	(B) White
ATP5F1C	10p14	12.02	11.97	0.47	0.45	0.05	0.471	0.740	(A) Black or African American
S1PR4	19p13.3	4.84	4.97	1.26	1.24	-0.13	0.471	0.740	(B) White
TCF21	6q23.2	6.46	6.60	1.34	1.34	-0.14	0.471	0.740	(B) White
PIGS	17q11.2	10.27	10.22	0.45	0.49	0.05	0.471	0.740	(A) Black or African American
CNST	1q44	9.01	8.97	0.39	0.43	0.04	0.471	0.740	(A) Black or African American
SCN11A	3p22.2	1.77	1.64	1.29	1.20	0.13	0.471	0.740	(A) Black or African American
RAPGEF3	12q13.11	7.49	7.39	0.98	0.91	0.10	0.471	0.740	(A) Black or African American
LY86	6p25.1	4.96	5.11	1.44	1.34	-0.15	0.471	0.740	(B) White
POLR3F	20p11.23	7.95	8.02	0.75	0.60	-0.07	0.471	0.740	(B) White
TUBA8	22q11.21	5.05	4.98	0.63	0.72	0.07	0.471	0.740	(A) Black or African American
RSPH14	22q11.22-q11.23	2.45	2.57	1.08	1.26	-0.11	0.471	0.740	(B) White
BCAP29	7q22.3	9.73	9.78	0.45	0.48	-0.05	0.471	0.740	(B) White
TUBB3	16q24.3	9.81	9.70	1.08	1.15	0.11	0.471	0.740	(A) Black or African American
RPP40	6p25.1	7.52	7.45	0.62	0.65	0.06	0.471	0.741	(A) Black or African American
ANO5	11p14.3	3.33	3.54	2.02	2.14	-0.21	0.471	0.741	(B) White
SMAD6	15q22.31	7.39	7.30	0.85	0.69	0.08	0.471	0.741	(A) Black or African American
YDJC	22q11.21	9.19	9.25	0.62	0.62	-0.06	0.471	0.741	(B) White
SERTAD3	19q13.2	8.85	8.90	0.44	0.49	-0.05	0.471	0.741	(B) White
AMOT	Xq23	9.52	9.41	1.03	1.22	0.11	0.471	0.741	(A) Black or African American
TBC1D23	3q12.1-q12.2	9.53	9.56	0.32	0.44	-0.03	0.472	0.741	(B) White
FOLR1	11q13.4	4.66	4.40	2.51	2.61	0.26	0.472	0.741	(A) Black or African American
CYP1B1-AS1	2p22.2	1.55	1.45	0.97	0.99	0.10	0.472	0.741	(A) Black or African American
TBC1D2	9q22.33	9.41	9.32	0.82	0.85	0.08	0.472	0.741	(A) Black or African American
BDKRB2	14q32.2	8.55	8.46	0.78	0.91	0.08	0.472	0.741	(A) Black or African American
LRRC75B	22q11.23	6.99	6.90	0.83	0.88	0.09	0.472	0.741	(A) Black or African American
NDUFAF2	5q12.1	8.18	8.12	0.53	0.63	0.06	0.472	0.741	(A) Black or African American
MPO	17q22	2.08	2.21	1.24	1.16	-0.13	0.472	0.741	(B) White
ZNF274	19q13.43	8.14	8.07	0.62	0.83	0.07	0.472	0.741	(A) Black or African American
DVL1	1p36.33	10.67	10.61	0.50	0.61	0.05	0.472	0.741	(A) Black or African American
NOVA2	19q13.32	3.97	4.08	1.19	0.92	-0.12	0.472	0.741	(B) White
ST8SIA2	15q26.1	2.24	2.12	1.15	1.25	0.12	0.472	0.741	(A) Black or African American
CBX4	17q25.3	9.56	9.62	0.61	0.62	-0.06	0.472	0.741	(B) White
SOX13	1q32.1	9.51	9.58	0.60	0.70	-0.06	0.473	0.741	(B) White
B4GALT1	9p21.1	11.57	11.62	0.49	0.50	-0.05	0.473	0.741	(B) White
BTBD7	14q32.12	9.42	9.47	0.43	0.44	-0.04	0.473	0.741	(B) White
PTCH1	9q22.32	9.85	9.75	0.97	1.00	0.10	0.473	0.741	(A) Black or African American
CD69	12p13.31	5.27	5.43	1.59	1.51	-0.16	0.473	0.741	(B) White
SLC1A1	9p24.2	7.86	8.00	1.38	1.41	-0.14	0.473	0.741	(B) White
TEKT2	1p34.3	0.64	0.57	0.71	0.75	0.07	0.473	0.741	(A) Black or African American
PGA4	11q12.2	0.08	0.11	0.27	0.42	-0.03	0.473	0.741	(B) White
KIFC1	6p21.32	9.99	9.92	0.60	0.61	0.06	0.473	0.741	(A) Black or African American
SQLE	8q24.13	10.91	10.99	0.80	0.82	-0.08	0.473	0.741	(B) White
TUBD1	17q23.1	7.17	7.12	0.48	0.50	0.05	0.473	0.741	(A) Black or African American
EFL1	15q25.2	9.37	9.33	0.44	0.47	0.05	0.473	0.741	(A) Black or African American
TBC1D19	4p15.2	5.79	5.87	0.73	0.64	-0.07	0.473	0.741	(B) White
ZNF662	3p22.1	4.76	4.94	1.69	1.82	-0.17	0.473	0.742	(B) White
GPBP1	5q11.2	10.63	10.60	0.28	0.33	0.03	0.473	0.742	(A) Black or African American
PKMYT1	16p13.3	9.27	9.20	0.67	0.77	0.07	0.473	0.742	(A) Black or African American
IGFBP2	2q35	10.81	11.00	1.89	1.97	-0.19	0.473	0.742	(B) White
TMEM256	17p13.1	8.66	8.73	0.67	0.76	-0.07	0.474	0.742	(B) White
UBAP1	9p13.3	10.33	10.30	0.33	0.33	0.03	0.474	0.742	(A) Black or African American
CUL2	10p11.21	9.47	9.51	0.29	0.33	-0.03	0.474	0.742	(B) White
CYP4X1	1p33|1	6.43	6.21	2.15	2.28	0.22	0.474	0.742	(A) Black or African American
TIAM1	21q22.11	5.43	5.58	1.56	1.47	-0.16	0.474	0.742	(B) White
RFFL	17q12	10.21	10.17	0.42	0.42	0.04	0.474	0.742	(A) Black or African American
ZSCAN18	19q13.43	7.35	7.51	1.64	1.57	-0.17	0.474	0.742	(B) White
IGF1	12q23.2	5.08	5.28	1.99	1.91	-0.20	0.474	0.742	(B) White
AFF3	2q11.2	4.00	3.85	1.50	1.44	0.15	0.474	0.742	(A) Black or African American
PLGLB2	2p11.2	4.19	4.09	1.00	0.99	0.10	0.474	0.742	(A) Black or African American
NOX1	Xq22.1	11.07	11.27	1.97	1.91	-0.20	0.474	0.742	(B) White
MRPS35	12p11.22	11.31	11.36	0.49	0.54	-0.05	0.474	0.742	(B) White
BYSL	6p21.1	9.35	9.39	0.39	0.45	-0.04	0.474	0.742	(B) White
KHDRBS3	8q24.23	7.61	7.75	1.47	1.45	-0.15	0.474	0.742	(B) White
SRPK1	6p21.31	11.77	11.72	0.51	0.61	0.05	0.474	0.742	(A) Black or African American
MIR924HG	18q12.2-q12.3	3.75	3.60	1.51	1.62	0.16	0.475	0.742	(A) Black or African American
XYLT2	17q21.33	9.50	9.45	0.46	0.44	0.05	0.475	0.742	(A) Black or African American
FOXL1	16q24.1	6.47	6.57	0.97	1.07	-0.10	0.475	0.742	(B) White
RNF186	1p36.13	7.96	8.14	1.81	1.55	-0.18	0.475	0.743	(B) White
GNG4	1q42.3	8.61	8.32	2.84	2.78	0.29	0.475	0.743	(A) Black or African American
BAG3	10q26.11	9.96	10.02	0.54	0.64	-0.06	0.475	0.743	(B) White
ILVBL	19p13.12	10.90	10.96	0.52	0.55	-0.05	0.475	0.743	(B) White
SOX2	3q26.33	2.53	2.78	2.28	2.82	-0.24	0.475	0.743	(B) White
SYNE2	14q23.2	11.11	11.03	0.75	0.76	0.08	0.475	0.743	(A) Black or African American
PSORS1C3	6p21.33	1.67	1.55	1.19	1.16	0.12	0.475	0.743	(A) Black or African American
WRAP53	17p13.1	7.91	7.96	0.49	0.57	-0.05	0.475	0.743	(B) White
CPSF6	12q15	10.84	10.82	0.23	0.27	0.02	0.475	0.743	(A) Black or African American
EIF2B3	1p34.1	8.69	8.74	0.41	0.47	-0.04	0.475	0.743	(B) White
SELENOH	11q12.1	10.21	10.26	0.46	0.55	-0.05	0.476	0.743	(B) White
SNAPC3	9p22.3	9.17	9.12	0.48	0.51	0.05	0.476	0.743	(A) Black or African American
NCBP2	3q29	11.07	11.12	0.46	0.49	-0.05	0.476	0.743	(B) White
PNMA3	Xq28	2.05	1.92	1.38	1.32	0.14	0.476	0.743	(A) Black or African American
PLCH1	3q25.31	8.08	8.02	0.62	0.66	0.06	0.476	0.744	(A) Black or African American
ZNF211	19q13.43	6.82	6.74	0.84	0.75	0.08	0.476	0.744	(A) Black or African American
SYBU	8q23.2	9.48	9.41	0.72	0.85	0.07	0.476	0.744	(A) Black or African American
MEIS1	2p14	6.44	6.60	1.56	1.35	-0.15	0.476	0.744	(B) White
CLDN10	13q32.1	1.32	1.54	2.13	2.20	-0.22	0.476	0.744	(B) White
GPR27	3p13	0.63	0.73	0.99	0.89	-0.10	0.476	0.744	(B) White
IPCEF1	6q25.2	4.97	4.84	1.29	1.21	0.13	0.476	0.744	(A) Black or African American
GINS2	16q24.1	9.06	9.13	0.67	0.81	-0.07	0.476	0.744	(B) White
ARHGAP30	1q23.3	7.70	7.83	1.28	1.27	-0.13	0.476	0.744	(B) White
CDKN2D	19p13.2	7.44	7.49	0.55	0.56	-0.06	0.477	0.744	(B) White
ERAS	Xp11.23	0.49	0.55	0.51	0.71	-0.06	0.477	0.744	(B) White
ATP6AP1L	5q14.2	4.51	4.41	0.99	0.97	0.10	0.477	0.744	(A) Black or African American
ENDOV	17q25.3	6.51	6.43	0.83	0.77	0.08	0.477	0.744	(A) Black or African American
TMEM106A	17q21.31	5.78	5.91	1.22	1.11	-0.12	0.477	0.744	(B) White
STARD8	Xq13.1	5.92	6.04	1.22	1.05	-0.12	0.477	0.744	(B) White
WDYHV1	8q24.13	7.78	7.83	0.47	0.54	-0.05	0.477	0.744	(B) White
STOX2	4q35.1	1.79	1.91	1.15	1.16	-0.12	0.477	0.744	(B) White
E2F4	16q22.1	10.94	10.97	0.31	0.40	-0.03	0.477	0.744	(B) White
C4ORF33	4q28.2	8.06	7.98	0.74	0.68	0.07	0.477	0.744	(A) Black or African American
NXPE1	11q23.2	6.76	6.47	2.87	2.80	0.29	0.477	0.744	(A) Black or African American
CTNNA3	10q21.3	0.65	0.56	0.82	0.69	0.08	0.477	0.744	(A) Black or African American
COPRS	17q11.2	9.15	9.20	0.52	0.56	-0.05	0.477	0.744	(B) White
RBMS3	3p24.1	2.67	2.80	1.29	1.20	-0.13	0.478	0.744	(B) White
FAM72A	1q32.1	5.38	5.45	0.68	0.84	-0.07	0.478	0.744	(B) White
GDE1	16p12.3	11.19	11.24	0.42	0.43	-0.04	0.478	0.744	(B) White
COX7B	Xq21.1	11.29	11.22	0.59	0.66	0.06	0.478	0.744	(A) Black or African American
ECHDC1	6q22.33	10.40	10.36	0.43	0.47	0.04	0.478	0.745	(A) Black or African American
PSPN	19p13.3	0.83	0.76	0.69	0.67	0.07	0.478	0.745	(A) Black or African American
BSG	19p13.3	13.85	13.90	0.46	0.48	-0.05	0.478	0.745	(B) White
C2ORF72	2q37.1	8.68	8.54	1.43	1.20	0.14	0.478	0.745	(A) Black or African American
OPRK1	8q11.23	0.43	0.51	0.75	0.94	-0.08	0.478	0.745	(B) White
RPL38	17q25.1	12.73	12.79	0.57	0.61	-0.06	0.478	0.745	(B) White
PSME3	17q21.31	11.59	11.63	0.43	0.40	-0.04	0.479	0.745	(B) White
FXYD1	19q13.12	2.78	2.97	1.84	1.78	-0.18	0.479	0.745	(B) White
SYCE3	22q13.33	1.29	1.39	1.00	0.99	-0.10	0.479	0.745	(B) White
ZBP1	20q13.31	5.99	6.11	1.07	1.43	-0.11	0.479	0.745	(B) White
CHST10	2q11.2	5.13	5.27	1.41	1.27	-0.14	0.479	0.745	(B) White
MSL2	3q22.3	9.48	9.45	0.32	0.42	0.03	0.479	0.746	(A) Black or African American
FZD4	11q14.2	8.38	8.29	0.88	0.79	0.09	0.479	0.746	(A) Black or African American
C20ORF85	20q13.32	0.49	0.38	1.22	0.71	0.12	0.479	0.746	(A) Black or African American
MSX1	4p16.2	6.54	6.40	1.37	1.24	0.14	0.479	0.746	(A) Black or African American
DLGAP3	1p34.3	2.56	2.46	0.94	1.01	0.10	0.479	0.746	(A) Black or African American
ENTPD1	10q24.1	9.76	9.84	0.77	0.67	-0.08	0.479	0.746	(B) White
LINC00494	20q13.13	1.75	1.61	1.40	1.38	0.14	0.479	0.746	(A) Black or African American
NPC1	18q11.2	9.53	9.60	0.80	0.58	-0.08	0.479	0.746	(B) White
VPS37A	8p22	8.89	8.95	0.61	0.57	-0.06	0.479	0.746	(B) White
PHACTR1	6p24.1	3.40	3.29	1.04	1.12	0.11	0.479	0.746	(A) Black or African American
LPAR6	13q14.2	8.00	7.88	1.23	1.12	0.12	0.479	0.746	(A) Black or African American
SHC3	9q22.1	3.48	3.63	1.49	1.63	-0.15	0.479	0.746	(B) White
CPZ	4p16.1	7.45	7.59	1.47	1.47	-0.15	0.480	0.746	(B) White
DUSP18	22q12.2	8.02	8.09	0.68	0.62	-0.07	0.480	0.746	(B) White
SP5	2q31.1	7.19	7.00	1.78	1.91	0.18	0.480	0.746	(A) Black or African American
XRCC3	14q32.33	8.76	8.70	0.68	0.64	0.07	0.480	0.746	(A) Black or African American
PABPC1	8q22.3	15.29	15.35	0.58	0.58	-0.06	0.480	0.746	(B) White
LAMB3	1q32.2	11.85	11.78	0.64	0.75	0.07	0.480	0.746	(A) Black or African American
FAIM2	12q13.12	7.57	7.42	1.48	1.70	0.15	0.480	0.746	(A) Black or African American
MICAL2	11p15.3	11.66	11.60	0.59	0.61	0.06	0.480	0.746	(A) Black or African American
GTF2IP1	7q11.23	11.83	11.88	0.45	0.52	-0.05	0.480	0.746	(B) White
ARFGAP2	11p11.2	10.88	10.85	0.30	0.33	0.03	0.480	0.746	(A) Black or African American
TMBIM1	2q35	12.44	12.50	0.54	0.56	-0.05	0.480	0.746	(B) White
FBXO42	1p36.13	8.55	8.52	0.29	0.39	0.03	0.480	0.746	(A) Black or African American
RRN3P2	16p11.2	3.72	3.60	1.17	1.02	0.12	0.480	0.746	(A) Black or African American
RGS4	1q23.3	4.97	5.15	1.74	1.76	-0.18	0.480	0.746	(B) White
GPD1	12q13.12	6.97	6.79	1.79	1.95	0.18	0.480	0.746	(A) Black or African American
SRSF9	12q24.31	11.32	11.35	0.31	0.33	-0.03	0.480	0.746	(B) White
LAMA4	6q21	10.16	10.27	1.11	0.99	-0.11	0.480	0.746	(B) White
CNBD2	20q11.23	1.00	0.92	0.78	0.72	0.08	0.480	0.746	(A) Black or African American
SHE	1q21.3	5.60	5.73	1.35	1.15	-0.13	0.481	0.746	(B) White
MS4A15	11q12.2	2.49	2.30	1.89	1.87	0.19	0.481	0.746	(A) Black or African American
UNC13C	15q21.3	0.43	0.36	0.61	0.70	0.06	0.481	0.746	(A) Black or African American
CX3CL1	16q21	8.64	8.74	1.01	1.07	-0.10	0.481	0.746	(B) White
LRRC66	4q12	6.75	6.64	1.02	1.21	0.11	0.481	0.746	(A) Black or African American
OVOL2	20p11.23	7.82	7.74	0.78	0.73	0.08	0.481	0.746	(A) Black or African American
RASA1	5q14.3	9.88	9.82	0.54	0.62	0.06	0.481	0.746	(A) Black or African American
C10ORF25	10q11.21	4.97	5.05	0.77	0.81	-0.08	0.481	0.746	(B) White
GPRC5A	12p13.1	12.17	12.05	1.15	0.96	0.11	0.481	0.746	(A) Black or African American
CMAHP	6p22.3	5.89	5.74	1.50	1.47	0.15	0.481	0.746	(A) Black or African American
RFX2	19p13.3	6.64	6.72	0.84	0.97	-0.09	0.481	0.746	(B) White
TMEM63B	6p21.1	10.15	10.11	0.37	0.47	0.04	0.481	0.746	(A) Black or African American
GREB1	2p25.1	4.33	4.47	1.43	1.24	-0.14	0.481	0.746	(B) White
NCF1B	7q11.23	3.49	3.65	1.60	1.42	-0.16	0.482	0.747	(B) White
CNOT7	8p22	10.18	10.24	0.56	0.59	-0.06	0.482	0.747	(B) White
FAM53C	5q31.2	9.56	9.60	0.33	0.37	-0.03	0.482	0.747	(B) White
BEX3	Xq22.2	9.12	9.25	1.33	1.26	-0.13	0.482	0.747	(B) White
GPR174	Xq21.1	2.14	2.27	1.38	1.40	-0.14	0.482	0.747	(B) White
ZNF616	19q13.41	7.23	7.28	0.45	0.51	-0.05	0.482	0.747	(B) White
TSC22D4	7q22.1	10.25	10.21	0.46	0.47	0.05	0.482	0.747	(A) Black or African American
PCDHGC5	5q31.3	1.94	1.83	1.09	1.15	0.11	0.482	0.747	(A) Black or African American
IFT43	14q24.3	7.69	7.74	0.41	0.57	-0.04	0.482	0.747	(B) White
MAPRE1	20q11.21	12.06	12.01	0.59	0.53	0.06	0.482	0.747	(A) Black or African American
CDKN1B	12p13.1	10.75	10.80	0.50	0.56	-0.05	0.482	0.747	(B) White
LARP6	15q23	6.32	6.46	1.40	1.32	-0.14	0.482	0.747	(B) White
SHC4	15q21.1	3.43	3.31	1.14	1.25	0.12	0.482	0.747	(A) Black or African American
ACAA2	18q21.1	11.14	11.07	0.68	0.75	0.07	0.482	0.747	(A) Black or African American
CCDC97	19q13.2	9.90	9.87	0.29	0.37	0.03	0.482	0.747	(A) Black or African American
INKA2	1p13.2	5.09	5.19	1.04	0.92	-0.10	0.482	0.747	(B) White
CRIM1	2p22.2	10.89	10.94	0.48	0.62	-0.05	0.482	0.747	(B) White
DHX35	20q11.23-q12	8.76	8.70	0.59	0.60	0.06	0.482	0.747	(A) Black or African American
ZBED1	Xp22.33 and Yp11.2	10.76	10.81	0.50	0.56	-0.05	0.483	0.747	(B) White
ATOX1	5q33.1	9.18	9.23	0.42	0.54	-0.04	0.483	0.747	(B) White
GJC1	17q21.31	6.39	6.50	1.19	1.02	-0.12	0.483	0.747	(B) White
TBC1D1	4p14	9.93	10.00	0.64	0.56	-0.06	0.483	0.747	(B) White
GALNT8	12p13.32	5.91	5.67	2.46	2.21	0.24	0.483	0.747	(A) Black or African American
SLC1A5	19q13.32	12.51	12.57	0.62	0.60	-0.06	0.483	0.747	(B) White
