Gene	Cytoband	(A) Black or African American	(B) White	(A) Black or African American	(B) White	Log Ratio	p-Value	q-Value	Higher expression in
SLX4	16p13.3	8.14	8.27	0.68	0.58	-0.13	0.0210	0.0362	(B) White
WNT7A	3p25.1	0.85	0.62	1.20	0.98	0.23	0.0210	0.0362	(A) Black or African American
LRG1	19p13.3	7.82	8.39	2.95	2.76	-0.57	0.0211	0.0362	(B) White
ICOS	2q33.2	4.76	4.37	2.04	1.87	0.39	0.0211	0.0362	(A) Black or African American
SNX33	15q24.2	9.54	9.63	0.49	0.46	-0.09	0.0211	0.0363	(B) White
BOK	2q37.3	9.82	9.61	1.07	0.97	0.21	0.0211	0.0363	(A) Black or African American
TSTD1	1q23.3	10.31	10.13	0.95	0.98	0.19	0.0211	0.0363	(A) Black or African American
CARD17	11q22.3	0.57	0.41	0.89	0.76	0.17	0.0212	0.0363	(A) Black or African American
ACAT2	6q25.3	9.06	8.88	0.95	0.78	0.18	0.0212	0.0364	(A) Black or African American
CYP4F30P	2q21.1	1.03	1.37	1.68	2.00	-0.34	0.0212	0.0364	(B) White
EZHIP	Xp11.22	0.74	0.47	1.47	1.12	0.27	0.0212	0.0364	(A) Black or African American
TAF1D	11q21	9.16	9.03	0.66	0.68	0.13	0.0212	0.0364	(A) Black or African American
ZSCAN31	6p22.1|6p22.3-p22.1	7.52	7.69	0.86	0.87	-0.17	0.0212	0.0365	(B) White
BRDT	1p22.1	1.13	1.45	1.65	1.82	-0.33	0.0213	0.0365	(B) White
BRINP1	9q33.1	3.69	4.15	2.42	2.29	-0.46	0.0213	0.0365	(B) White
CXADRP2	15q11.2	0.50	0.63	0.63	0.75	-0.13	0.0213	0.0365	(B) White
ABCA3	16p13.3	10.54	10.77	1.19	1.15	-0.23	0.0213	0.0365	(B) White
ISCA2	14q24.3	8.39	8.28	0.61	0.55	0.12	0.0213	0.0366	(A) Black or African American
FAM122B	Xq26.3	9.47	9.60	0.66	0.57	-0.12	0.0213	0.0366	(B) White
TMEM31	Xq22.2	1.86	1.64	1.13	1.05	0.22	0.0214	0.0367	(A) Black or African American
GALP	19q13.43	0.08	0.03	0.25	0.17	0.05	0.0214	0.0367	(A) Black or African American
ZNF280B	22q11.22	3.99	3.64	1.88	1.60	0.36	0.0214	0.0367	(A) Black or African American
ESRP2	16q22.1	10.29	10.15	0.71	0.66	0.14	0.0214	0.0367	(A) Black or African American
GPR158	10p12.1	4.33	3.89	2.27	2.28	0.44	0.0214	0.0368	(A) Black or African American
BIK	22q13.2	7.75	7.46	1.53	1.33	0.29	0.0215	0.0368	(A) Black or African American
FBXO33	14q21.1	7.97	8.06	0.49	0.55	-0.10	0.0215	0.0368	(B) White
CNTD1	17q21.2-q21.31	5.47	5.69	1.13	1.16	-0.22	0.0215	0.0368	(B) White
MBTPS1	16q23.3-q24.1	11.55	11.65	0.55	0.53	-0.11	0.0215	0.0368	(B) White
FGF18	5q35.1	3.38	3.64	1.32	1.34	-0.26	0.0215	0.0368	(B) White
RNGTT	6q15	8.56	8.67	0.59	0.54	-0.11	0.0215	0.0368	(B) White
SOCS2	12q22	7.53	7.83	1.53	1.54	-0.30	0.0215	0.0369	(B) White
LOC202181	5q35.3	5.06	5.27	1.07	1.01	-0.20	0.0215	0.0369	(B) White
TMEM92	17q21.33	3.95	3.65	1.60	1.48	0.31	0.0215	0.0369	(A) Black or African American
PDPN	1p36.21	8.21	8.48	1.42	1.27	-0.27	0.0216	0.0370	(B) White
TEX55	3q13.32	0.34	0.20	0.75	0.55	0.14	0.0216	0.0370	(A) Black or African American
KLF3-AS1	4p14	3.71	3.94	1.21	1.19	-0.23	0.0216	0.0371	(B) White
FST	5q11.2	6.50	6.87	1.94	1.70	-0.37	0.0217	0.0371	(B) White
EEF2KMT	16p13.3	8.97	8.85	0.65	0.59	0.12	0.0217	0.0371	(A) Black or African American
EGF	4q25	5.93	6.39	2.41	2.14	-0.46	0.0217	0.0371	(B) White
ADAMTS3	4q13.3	4.67	4.95	1.49	1.31	-0.28	0.0217	0.0372	(B) White
HAUS1	18q21.1	8.82	8.67	0.77	0.69	0.15	0.0217	0.0372	(A) Black or African American
SATB1	3p24.3	8.02	8.28	1.37	1.24	-0.26	0.0217	0.0372	(B) White
COX7A2L	2p21	10.95	10.87	0.42	0.38	0.08	0.0218	0.0373	(A) Black or African American
AWAT2	Xq13.1	1.02	0.76	1.37	1.20	0.26	0.0218	0.0373	(A) Black or African American
APH1A	1q21.2	12.67	12.57	0.52	0.48	0.10	0.0218	0.0373	(A) Black or African American
ICAM1	19p13.2	10.39	10.13	1.39	1.14	0.26	0.0218	0.0374	(A) Black or African American
RHBDL2	1p34.3	6.29	6.04	1.35	1.19	0.26	0.0218	0.0374	(A) Black or African American
RFPL3	22q12.3	0.44	0.32	0.64	0.52	0.12	0.0219	0.0375	(A) Black or African American
RPS6	9p22.1	14.75	14.59	0.82	0.75	0.16	0.0220	0.0376	(A) Black or African American
RGS18	1q31.2	4.42	4.68	1.36	1.25	-0.26	0.0220	0.0377	(B) White
USP13	3q26.33	9.08	9.24	0.86	0.77	-0.16	0.0220	0.0377	(B) White
PCED1B	12q13.11	7.92	7.68	1.22	1.25	0.24	0.0221	0.0377	(A) Black or African American
URAD	13q12.2	0.03	0.06	0.12	0.24	-0.03	0.0221	0.0377	(B) White
SPOCK2	10q22.1	8.92	8.61	1.64	1.53	0.31	0.0221	0.0377	(A) Black or African American
ZDHHC22	14q24.3	0.89	1.18	1.49	1.71	-0.30	0.0221	0.0378	(B) White
DENND2C	1p13.2	4.45	4.70	1.31	1.08	-0.25	0.0221	0.0378	(B) White
CRTAC1	10q24.2	3.65	4.10	2.39	2.07	-0.45	0.0221	0.0379	(B) White
LDLRAD2	1p36.12	7.15	6.91	1.26	1.05	0.24	0.0221	0.0379	(A) Black or African American
NEPRO	3q13.2	9.75	9.83	0.42	0.37	-0.08	0.0221	0.0379	(B) White
ZNF48	16p11.2	8.27	8.15	0.64	0.61	0.12	0.0222	0.0379	(A) Black or African American
YWHAG	7q11.23	12.12	12.21	0.50	0.48	-0.10	0.0222	0.0380	(B) White
HEBP2	6q24.1	10.54	10.36	0.97	0.78	0.18	0.0222	0.0380	(A) Black or African American
FAM72A	1q32.1	4.96	4.67	1.50	1.40	0.29	0.0222	0.0380	(A) Black or African American
CLEC3B	3p21.31	7.35	7.08	1.42	1.40	0.27	0.0223	0.0381	(A) Black or African American
MXD1	2p13.3	8.78	8.93	0.76	0.80	-0.15	0.0223	0.0381	(B) White
CLCA4	1p22.3	1.29	1.60	1.63	1.72	-0.32	0.0223	0.0381	(B) White
RGCC	13q14.11	8.55	8.37	0.98	0.86	0.18	0.0223	0.0381	(A) Black or African American
COL21A1	6p12.1|6p12.3-p11.2	4.62	4.95	1.67	1.68	-0.32	0.0223	0.0382	(B) White
ADCY6	12q13.12	10.54	10.68	0.70	0.74	-0.14	0.0224	0.0383	(B) White
ZDHHC5	11q12.1	11.38	11.47	0.48	0.37	-0.09	0.0224	0.0383	(B) White
SCPEP1	17q22	10.96	10.73	1.20	0.96	0.22	0.0224	0.0383	(A) Black or African American
RLN3	19p13.12	0.19	0.08	0.60	0.38	0.11	0.0225	0.0384	(A) Black or African American
DMRTC1	Xq13.1	0.19	0.33	0.68	0.95	-0.14	0.0225	0.0384	(B) White
TMEM9	1q32.1	11.55	11.42	0.68	0.64	0.13	0.0225	0.0385	(A) Black or African American
LRRC57	15q15.2	8.27	8.38	0.56	0.42	-0.10	0.0226	0.0385	(B) White
C12ORF10	12q13.13	9.53	9.40	0.66	0.61	0.13	0.0226	0.0386	(A) Black or African American
BCAN	1q23.1	3.80	3.39	2.18	1.79	0.41	0.0226	0.0386	(A) Black or African American
HIKESHI	11q14.2	8.78	8.66	0.63	0.55	0.12	0.0226	0.0387	(A) Black or African American
OR2A1	7q35	1.99	2.15	0.81	0.77	-0.15	0.0227	0.0387	(B) White
C2ORF49	2q12.2	6.91	6.99	0.46	0.41	-0.09	0.0227	0.0387	(B) White
CSAG1	Xq28	1.32	0.89	2.29	1.90	0.43	0.0227	0.0387	(A) Black or African American
UMODL1	21q22.3	3.67	3.26	2.16	1.87	0.40	0.0227	0.0388	(A) Black or African American
SLC39A11	17q24.3-q25.1	10.34	10.52	0.92	0.93	-0.18	0.0228	0.0388	(B) White
PCDHB8	5q31.3	4.67	5.05	2.06	1.74	-0.38	0.0228	0.0389	(B) White
PRAMEF8	1p36.21	0.07	0.15	0.35	0.57	-0.08	0.0228	0.0389	(B) White
WFIKKN1	16p13.3	4.16	3.88	1.48	1.31	0.28	0.0228	0.0389	(A) Black or African American
SLBP	4p16.3	10.11	10.01	0.52	0.51	0.10	0.0228	0.0390	(A) Black or African American
CTSC	11q14.2	10.77	10.54	1.20	1.07	0.23	0.0229	0.0390	(A) Black or African American
OMP	11q13.5	0.20	0.13	0.38	0.34	0.07	0.0229	0.0390	(A) Black or African American
EFNA2	19p13.3	0.57	0.38	0.99	0.83	0.18	0.0229	0.0390	(A) Black or African American
ATN1	12p13.31	12.15	12.04	0.60	0.49	0.11	0.0229	0.0390	(A) Black or African American
EWSAT1	15q23	5.32	5.78	2.44	2.15	-0.46	0.0229	0.0391	(B) White
TENT5D	Xq21.1	0.54	0.71	0.84	0.94	-0.16	0.0229	0.0391	(B) White
SPINK4	9p13.3	0.82	1.09	1.39	1.57	-0.27	0.0229	0.0391	(B) White
FCHO1	19p13.11	6.25	5.92	1.74	1.61	0.33	0.0230	0.0392	(A) Black or African American
MMP12	11q22.2	4.89	4.38	2.64	2.72	0.51	0.0230	0.0392	(A) Black or African American
H3F3AP5	Xp11.22	0.46	0.36	0.53	0.41	0.10	0.0230	0.0393	(A) Black or African American
SSC5D	19q13.42	8.39	8.68	1.58	1.39	-0.30	0.0231	0.0393	(B) White
ITIH5	10p14	7.72	8.03	1.67	1.52	-0.31	0.0231	0.0394	(B) White
BCAR4	16p13.13	0.91	0.63	1.53	1.28	0.28	0.0231	0.0394	(A) Black or African American
C20ORF141	20p13	0.79	0.60	1.02	0.91	0.19	0.0232	0.0395	(A) Black or African American
CALU	7q32.1	12.11	12.26	0.82	0.73	-0.15	0.0232	0.0395	(B) White
TUBB2B	6p25.2	5.42	4.95	2.51	2.14	0.47	0.0232	0.0395	(A) Black or African American
PIPOX	17q11.2	4.27	4.04	1.23	0.97	0.23	0.0232	0.0395	(A) Black or African American
CPOX	3q11.2	8.28	8.17	0.59	0.52	0.11	0.0232	0.0396	(A) Black or African American
GDF15	19p13.11	7.15	7.56	2.14	2.13	-0.41	0.0232	0.0396	(B) White
TRIM7	5q35.3	4.40	4.11	1.57	1.29	0.29	0.0233	0.0396	(A) Black or African American
FOXN2	2p16.3	7.99	8.17	0.98	0.81	-0.18	0.0233	0.0397	(B) White
TDO2	4q32.1	5.62	5.27	1.87	1.78	0.35	0.0233	0.0397	(A) Black or African American
C8ORF44	8q13.1	5.38	5.24	0.79	0.64	0.15	0.0233	0.0397	(A) Black or African American
GYS2	12p12.1	0.59	0.72	0.62	0.91	-0.13	0.0234	0.0398	(B) White
ALDH3A1	17p11.2	2.66	2.29	1.92	1.97	0.37	0.0234	0.0398	(A) Black or African American
SPTBN4	19q13.2	5.13	5.46	1.74	1.76	-0.33	0.0234	0.0398	(B) White
CSTF3	11p13	9.63	9.54	0.48	0.43	0.09	0.0234	0.0399	(A) Black or African American
FRG2B	10q26.3	0.19	0.31	0.58	0.83	-0.12	0.0234	0.0399	(B) White
GNAI3	1p13.3	11.15	11.23	0.43	0.43	-0.08	0.0234	0.0399	(B) White
NEUROD2	17q12	0.59	0.35	1.30	0.78	0.23	0.0235	0.0399	(A) Black or African American
HUS1	7p12.3	8.12	8.20	0.43	0.42	-0.08	0.0235	0.0400	(B) White
ALG11	13q14.3	4.14	4.31	0.89	0.84	-0.17	0.0235	0.0401	(B) White
SAA3P	11p15.1	0.05	0.02	0.18	0.13	0.03	0.0235	0.0401	(A) Black or African American
CCDC63	12q24.11	0.14	0.07	0.38	0.23	0.07	0.0235	0.0401	(A) Black or African American
GDPGP1	15q26.1	5.68	5.81	0.71	0.61	-0.13	0.0235	0.0401	(B) White
SDS	12q24.13	7.65	7.42	1.25	1.21	0.24	0.0236	0.0401	(A) Black or African American
PRPF38A	1p32.3	9.90	9.82	0.42	0.43	0.08	0.0236	0.0401	(A) Black or African American
IL2RG	Xq13.1	8.75	8.43	1.70	1.58	0.32	0.0237	0.0402	(A) Black or African American
FOXI2	10q26.2	1.72	1.94	1.13	1.34	-0.22	0.0237	0.0403	(B) White
FBXL20	17q12	7.26	7.45	1.01	0.89	-0.19	0.0237	0.0403	(B) White
LOC100133331	1p36.33	6.55	6.72	0.88	0.73	-0.16	0.0237	0.0403	(B) White
LOC100130691	2q31.2	2.72	2.89	0.89	0.87	-0.17	0.0237	0.0403	(B) White
CLCA2	1p22.3	4.62	5.29	3.59	3.32	-0.67	0.0237	0.0404	(B) White
MUC16	19p13.2	6.26	5.56	3.78	3.28	0.70	0.0237	0.0404	(A) Black or African American
OXGR1	13q32.1	3.23	2.81	2.22	2.09	0.42	0.0237	0.0404	(A) Black or African American
MIF4GD	17q25.1	9.03	8.90	0.70	0.62	0.13	0.0238	0.0404	(A) Black or African American
FRRS1L	9q31.3	0.36	0.51	0.77	0.78	-0.15	0.0238	0.0404	(B) White
GK5	3q23	9.16	9.30	0.72	0.63	-0.13	0.0238	0.0404	(B) White
GLYATL1	11q12.1	5.00	5.51	2.70	2.52	-0.51	0.0238	0.0404	(B) White
CHI3L1	1q32.1	9.65	9.15	2.67	2.28	0.50	0.0238	0.0405	(A) Black or African American
CEP164	11q23.3	9.03	8.93	0.52	0.54	0.10	0.0239	0.0405	(A) Black or African American
DDX50	10q22.1	9.77	9.84	0.38	0.35	-0.07	0.0239	0.0405	(B) White
DDX19A	16q22.1	9.64	9.54	0.50	0.48	0.09	0.0239	0.0406	(A) Black or African American
PC	11q13.2	9.47	9.29	0.91	0.93	0.17	0.0239	0.0406	(A) Black or African American
PPAT	4q12	8.73	8.87	0.74	0.68	-0.14	0.0239	0.0406	(B) White
L1CAM	Xq28	5.77	5.28	2.65	2.27	0.49	0.0239	0.0406	(A) Black or African American
CHMP4A	14q12	10.06	9.93	0.73	0.64	0.14	0.0239	0.0406	(A) Black or African American
LINC00324	17p13.1	5.69	5.88	0.96	0.96	-0.18	0.0239	0.0406	(B) White
CD151	11p15.5	12.63	12.49	0.71	0.71	0.14	0.0240	0.0407	(A) Black or African American
IL24	1q32.1	2.73	3.05	1.65	1.68	-0.32	0.0240	0.0408	(B) White
LINC00242	6q27	3.21	3.39	0.88	0.96	-0.17	0.0240	0.0408	(B) White
PI4K2A	10q24.2	9.74	9.81	0.40	0.37	-0.07	0.0240	0.0408	(B) White
IGFL2	19q13.32	3.86	3.48	2.05	1.96	0.39	0.0240	0.0408	(A) Black or African American
CXCL16	17p13.2	10.46	10.28	1.00	0.82	0.18	0.0240	0.0408	(A) Black or African American
JAK3	19p13.11	7.87	7.59	1.50	1.30	0.28	0.0240	0.0408	(A) Black or African American
MON1B	16q23.1	8.95	9.06	0.60	0.53	-0.11	0.0241	0.0409	(B) White
COL24A1	1p22.3	4.92	5.15	1.23	1.14	-0.23	0.0241	0.0409	(B) White
ISOC1	5q23.3	9.57	9.76	0.96	1.18	-0.19	0.0241	0.0410	(B) White
EFNB2	13q33.3	9.25	9.46	1.16	1.01	-0.22	0.0242	0.0410	(B) White
ZNF446	19q13.43	8.26	8.09	0.88	0.79	0.16	0.0242	0.0410	(A) Black or African American
SLC14A1	18q12.3	4.40	4.71	1.62	1.59	-0.31	0.0242	0.0410	(B) White
C12ORF40	12q12	0.07	0.13	0.24	0.44	-0.05	0.0242	0.0411	(B) White
LOC100240734	12q13.13	0.91	1.06	0.79	0.89	-0.15	0.0243	0.0411	(B) White
CSF3R	1p34.3	8.02	8.30	1.51	1.43	-0.28	0.0243	0.0412	(B) White
PRPF18	10p13	8.86	8.77	0.50	0.42	0.09	0.0243	0.0412	(A) Black or African American
DENND1C	19p13.3	7.77	7.60	0.93	0.79	0.17	0.0243	0.0412	(A) Black or African American
ACBD4	17q21.31	7.67	7.46	1.12	1.02	0.21	0.0243	0.0412	(A) Black or African American
TLE2	19p13.3	9.16	8.92	1.33	1.08	0.24	0.0243	0.0412	(A) Black or African American
NOL6	9p13.3	10.38	10.29	0.49	0.41	0.09	0.0243	0.0412	(A) Black or African American
KCNJ9	1q23.2	0.76	0.62	0.79	0.64	0.14	0.0243	0.0412	(A) Black or African American
AURKC	19q13.43	3.65	3.44	1.16	1.11	0.22	0.0243	0.0412	(A) Black or African American
NACC2	9q34.3	5.52	5.35	0.89	0.88	0.17	0.0243	0.0412	(A) Black or African American
FOXI3	2p11.2	1.32	1.01	1.69	1.45	0.31	0.0244	0.0413	(A) Black or African American
PRSS41	16p13.3	0.59	0.32	1.49	1.03	0.27	0.0244	0.0413	(A) Black or African American
GNAO1	16q13	5.35	5.68	1.74	1.77	-0.33	0.0244	0.0414	(B) White
MED9	17p11.2	8.51	8.42	0.48	0.48	0.09	0.0245	0.0414	(A) Black or African American
COL4A4	2q36.3	5.29	4.96	1.82	1.58	0.34	0.0245	0.0415	(A) Black or African American
RINL	19q13.2	7.57	7.38	1.00	0.86	0.19	0.0245	0.0415	(A) Black or African American
MYOZ1	10q22.2	4.14	3.79	1.92	1.51	0.35	0.0245	0.0415	(A) Black or African American
HCP5	6p21.33	9.47	9.24	1.23	1.23	0.23	0.0245	0.0415	(A) Black or African American
CARD8	19q13.33	9.00	9.12	0.61	0.56	-0.11	0.0245	0.0415	(B) White
WARS	14q32.2	11.51	11.33	0.96	0.82	0.18	0.0245	0.0415	(A) Black or African American
SEC22A	3q21.1	8.42	8.50	0.40	0.34	-0.07	0.0246	0.0416	(B) White
SMN2	5q13.2	9.89	10.00	0.57	0.54	-0.11	0.0246	0.0417	(B) White
RHOXF1	Xq24	1.12	0.92	1.07	0.87	0.20	0.0246	0.0417	(A) Black or African American
CEP112	17q24.1	6.19	6.38	1.03	1.05	-0.20	0.0246	0.0417	(B) White
NAPA	19q13.32-q13.33	11.95	11.83	0.65	0.58	0.12	0.0247	0.0417	(A) Black or African American
IFFO2	1p36.13	9.22	9.00	1.20	0.96	0.22	0.0247	0.0418	(A) Black or African American
HERC2P2	15q11.2	8.81	8.98	0.92	0.99	-0.18	0.0247	0.0418	(B) White
CST7	20p11.21	6.54	6.23	1.65	1.51	0.31	0.0247	0.0418	(A) Black or African American
NPY2R	4q32.1	1.12	1.51	1.98	2.24	-0.39	0.0247	0.0418	(B) White
SLC22A4	5q31.1	5.84	6.08	1.27	1.28	-0.24	0.0248	0.0419	(B) White
SUPT20H	13q13.3	9.60	9.72	0.62	0.53	-0.11	0.0248	0.0419	(B) White
GNAS-AS1	20q13.32	1.15	0.94	1.15	0.98	0.21	0.0248	0.0419	(A) Black or African American
VPS26C	21q22.13	9.76	9.84	0.45	0.44	-0.08	0.0248	0.0419	(B) White
UMPS	3q21.2	9.60	9.52	0.45	0.41	0.08	0.0248	0.0420	(A) Black or African American
SLC30A2	1p36.11	3.04	3.43	1.96	2.33	-0.39	0.0249	0.0420	(B) White
PDCL2	4q12	0.25	0.09	0.89	0.41	0.16	0.0249	0.0420	(A) Black or African American
MPC2	1q24.2	10.41	10.26	0.80	0.76	0.15	0.0249	0.0420	(A) Black or African American
SLC7A6	16q22.1	9.61	9.72	0.56	0.55	-0.11	0.0249	0.0421	(B) White
CGN	1q21.3	10.69	10.48	1.09	1.16	0.21	0.0249	0.0421	(A) Black or African American
CWH43	4p11	2.71	2.20	2.81	2.33	0.51	0.0249	0.0421	(A) Black or African American
WBP1	2p13.1	10.77	10.64	0.70	0.56	0.13	0.0249	0.0422	(A) Black or African American
RAMP2-AS1	17q21.2	5.57	5.92	1.83	1.70	-0.34	0.0250	0.0422	(B) White
PDE6H	12p12.3	0.27	0.17	0.55	0.38	0.10	0.0251	0.0423	(A) Black or African American
C2ORF78	2p13.1	0.23	0.10	0.74	0.28	0.13	0.0251	0.0424	(A) Black or African American
FOLH1	11p11.12	6.32	6.01	1.64	1.49	0.31	0.0251	0.0424	(A) Black or African American
HPCA	1p35.1	2.71	2.51	1.07	1.12	0.20	0.0251	0.0424	(A) Black or African American
MYO1C	17p13.3	12.17	12.26	0.50	0.57	-0.10	0.0251	0.0424	(B) White
COASY	17q21.2	10.69	10.56	0.71	0.60	0.13	0.0251	0.0424	(A) Black or African American
STPG2	4q22.3-q23	0.60	0.72	0.62	0.60	-0.12	0.0251	0.0424	(B) White
CMAS	12p12.1	9.79	9.67	0.63	0.60	0.12	0.0252	0.0425	(A) Black or African American
CYP4F22	19p13.12	4.76	5.34	3.09	2.85	-0.57	0.0252	0.0425	(B) White
TEKT1	17p13.1	0.75	1.07	1.63	1.90	-0.32	0.0252	0.0426	(B) White
WFDC10B	20q13.12	0.80	0.57	1.32	0.85	0.23	0.0252	0.0426	(A) Black or African American
OSTF1	9q21.13	9.69	9.60	0.48	0.47	0.09	0.0252	0.0426	(A) Black or African American
ETS1	11q24.3	10.67	10.89	1.20	0.96	-0.22	0.0252	0.0426	(B) White
KCTD11	17p13.1	8.91	8.81	0.57	0.56	0.11	0.0253	0.0426	(A) Black or African American
HIST1H2AK	6p22.1	2.17	1.95	1.21	1.06	0.22	0.0253	0.0427	(A) Black or African American
COL6A6	3q22.1	4.05	4.43	2.03	1.96	-0.38	0.0253	0.0427	(B) White
RNASE7	14q11.2	1.73	2.03	1.53	1.62	-0.29	0.0253	0.0427	(B) White
IL9R	Xq28 and Yq12	2.47	2.71	1.29	1.23	-0.24	0.0254	0.0428	(B) White
HEPHL1	11q21	1.99	1.69	1.61	1.53	0.30	0.0254	0.0429	(A) Black or African American
SMG6	17p13.3	9.93	10.01	0.46	0.44	-0.09	0.0254	0.0429	(B) White
CPT1C	19q13.33	5.89	5.67	1.18	1.10	0.22	0.0255	0.0429	(A) Black or African American
ZNF618	9q32	9.31	9.45	0.75	0.69	-0.14	0.0255	0.0429	(B) White
DYNC2LI1	2p21	8.55	8.66	0.63	0.52	-0.12	0.0255	0.0429	(B) White
CREB3L4	1q21.3	10.80	11.02	1.18	1.10	-0.22	0.0255	0.0430	(B) White
PLEKHA2	8p11.22	9.26	9.44	0.98	0.89	-0.18	0.0255	0.0430	(B) White
PCDHB12	5q31.3	4.54	4.77	1.24	1.04	-0.23	0.0255	0.0431	(B) White
TEPP	16q21	0.95	0.73	1.20	0.90	0.22	0.0256	0.0431	(A) Black or African American
PRR27	4q13.3	0.89	0.46	2.39	1.62	0.43	0.0256	0.0431	(A) Black or African American
PGM2	4p14	9.37	9.49	0.67	0.54	-0.12	0.0256	0.0432	(B) White
TPSB2	16p13.3	8.13	8.57	2.39	2.14	-0.44	0.0256	0.0432	(B) White
CASP8	2q33.1	8.97	9.10	0.71	0.58	-0.13	0.0256	0.0432	(B) White
BBS5	2q31.1	7.54	7.67	0.73	0.68	-0.14	0.0257	0.0433	(B) White
CDK8	13q12.13	7.09	7.29	1.08	0.84	-0.20	0.0257	0.0434	(B) White
UBE2B	5q31.1	10.09	10.18	0.49	0.47	-0.09	0.0257	0.0434	(B) White
NLRP2	19q13.42	7.63	7.01	3.30	3.30	0.62	0.0258	0.0434	(A) Black or African American
HIST1H1A	6p22.2	0.27	0.18	0.48	0.42	0.09	0.0258	0.0434	(A) Black or African American
GBX2	2q37.2	1.23	1.00	1.26	1.03	0.23	0.0259	0.0436	(A) Black or African American
RPS3A	4q31.3	12.17	12.29	0.63	0.60	-0.12	0.0259	0.0436	(B) White
LINC00313	21q22.3	0.66	0.52	0.74	0.63	0.14	0.0259	0.0437	(A) Black or African American
ZNF502	3p21.31	5.84	6.10	1.42	1.18	-0.26	0.0259	0.0437	(B) White
RHOC	1p13.2	12.60	12.46	0.74	0.64	0.14	0.0260	0.0437	(A) Black or African American
PLGRKT	9p24.1	8.84	8.98	0.77	0.71	-0.14	0.0260	0.0438	(B) White
NME6	3p21.31	7.87	7.79	0.46	0.46	0.09	0.0260	0.0438	(A) Black or African American
TDP2	6p22.3	9.76	9.84	0.43	0.41	-0.08	0.0260	0.0438	(B) White
RBMX2	Xq26.1	8.86	8.77	0.49	0.46	0.09	0.0260	0.0438	(A) Black or African American
UTP4	16q22.1	9.68	9.55	0.67	0.59	0.12	0.0261	0.0439	(A) Black or African American
ARL4C	2q37.1	9.97	9.74	1.27	1.09	0.23	0.0261	0.0439	(A) Black or African American
UBE2N	12q22	10.89	10.98	0.49	0.43	-0.09	0.0261	0.0439	(B) White
FPR2	19q13.41	2.46	2.17	1.58	1.49	0.29	0.0261	0.0439	(A) Black or African American
CLBA1	14q32.33	8.41	8.24	0.95	0.79	0.17	0.0261	0.0439	(A) Black or African American
COL6A1	21q22.3	13.63	13.41	1.19	1.24	0.23	0.0261	0.0440	(A) Black or African American
NAA50	3q13.31	11.52	11.63	0.56	0.52	-0.10	0.0262	0.0440	(B) White
OR7E91P	2p13.3	3.48	3.18	1.58	1.64	0.30	0.0262	0.0440	(A) Black or African American
TERF1	8q21.11	9.21	9.32	0.60	0.51	-0.11	0.0262	0.0441	(B) White
HCLS1	3q13.33	9.49	9.28	1.18	1.06	0.22	0.0262	0.0441	(A) Black or African American
NDUFAF2	5q12.1	7.33	7.20	0.74	0.61	0.13	0.0262	0.0441	(A) Black or African American
PROK1	1p13.3	1.58	1.32	1.39	1.39	0.26	0.0262	0.0441	(A) Black or African American
C3AR1	12p13.31	8.07	8.27	1.05	0.99	-0.19	0.0262	0.0441	(B) White
RTN4	2p16.1	12.54	12.62	0.45	0.47	-0.09	0.0263	0.0442	(B) White
ZNF75A	16p13.3	8.65	8.78	0.71	0.71	-0.13	0.0263	0.0442	(B) White
SBSPON	8q21.11	6.85	7.24	2.09	2.17	-0.39	0.0263	0.0443	(B) White
GOLGA2P6	10p11.23	0.69	0.54	0.85	0.81	0.16	0.0264	0.0443	(A) Black or African American
COL25A1	4q25	2.47	2.75	1.52	1.32	-0.28	0.0264	0.0444	(B) White
STX5	11q12.3	10.18	10.09	0.49	0.42	0.09	0.0264	0.0444	(A) Black or African American
SNORA10	16p13.3	0.27	0.19	0.45	0.38	0.08	0.0265	0.0445	(A) Black or African American
SNORA61	1p35.3	0.24	0.16	0.45	0.33	0.08	0.0265	0.0445	(A) Black or African American
HECTD2-AS1	10q23.32	2.80	3.15	1.93	1.70	-0.35	0.0265	0.0445	(B) White
KIF6	6p21.2	3.72	3.99	1.45	1.38	-0.27	0.0265	0.0445	(B) White
C6ORF163	6q15	2.71	2.56	0.80	0.85	0.15	0.0265	0.0445	(A) Black or African American
RRNAD1	1q23.1	9.49	9.36	0.65	0.70	0.12	0.0265	0.0446	(A) Black or African American
TMEM68	8q12.1	8.70	8.84	0.74	0.70	-0.14	0.0265	0.0446	(B) White
PUS3	11q24.2	7.63	7.74	0.62	0.56	-0.11	0.0266	0.0446	(B) White
CHIA	1p13.2	0.55	0.33	1.25	0.80	0.22	0.0266	0.0447	(A) Black or African American
SPANXB1	Xq27.1	0.93	0.61	1.73	1.53	0.32	0.0266	0.0447	(A) Black or African American
IL1R1	2q11.2-q12.1	10.01	10.25	1.32	1.16	-0.24	0.0266	0.0447	(B) White
STX2	12q24.33	7.70	7.82	0.69	0.61	-0.13	0.0266	0.0447	(B) White
PNPLA1	6p21.31	1.12	0.93	1.05	0.84	0.19	0.0267	0.0447	(A) Black or African American
RUBCN	3q29	9.55	9.63	0.47	0.45	-0.09	0.0267	0.0448	(B) White
CRLF3	17q11.2	8.30	8.43	0.77	0.58	-0.14	0.0267	0.0448	(B) White
SALL1	16q12.1	4.33	4.65	1.73	1.51	-0.32	0.0267	0.0448	(B) White
