Gene	Cytoband	(A) Asian	(B) White	(A) Asian	(B) White	Log Ratio	p-Value	q-Value	Higher expression in
AMMECR1	Xq23	7.60	7.67	0.75	0.70	-0.07	0.359	0.564	(B) White
HACD3	15q22.31	12.09	12.02	0.62	0.70	0.07	0.359	0.564	(A) Asian
ATXN2L	16p11.2	11.05	11.00	0.53	0.51	0.05	0.359	0.564	(A) Asian
SLC10A2	13q33.1	0.17	0.23	0.58	0.78	-0.07	0.359	0.564	(B) White
NEURL1	10q24.33	3.89	3.67	2.19	2.04	0.22	0.359	0.564	(A) Asian
INA	10q24.33	1.02	1.15	1.32	1.20	-0.13	0.359	0.564	(B) White
MAPK7	17p11.2	7.80	7.74	0.67	0.59	0.06	0.359	0.564	(A) Asian
PRRG4	11p13	7.20	7.33	1.32	1.22	-0.13	0.359	0.564	(B) White
CASC15	6p22.3	1.67	1.83	1.60	1.58	-0.16	0.359	0.564	(B) White
IGFBP2	2q35	12.63	12.40	2.33	2.24	0.23	0.359	0.564	(A) Asian
DLG5-AS1	10q22.3	3.88	3.76	1.25	1.17	0.12	0.360	0.565	(A) Asian
TTF2	1p13.1	6.95	6.85	1.08	0.95	0.10	0.360	0.565	(A) Asian
BTC	4q13.3	1.95	2.12	1.70	1.49	-0.16	0.360	0.565	(B) White
TMEM30B	14q23.1	8.32	8.49	1.73	1.54	-0.17	0.360	0.565	(B) White
RMI1	9q21.32	7.81	7.73	0.75	0.78	0.08	0.360	0.565	(A) Asian
AGPAT2	9q34.3	11.36	11.48	1.14	1.32	-0.12	0.360	0.565	(B) White
OR9A4	7q34	0.05	0.04	0.21	0.17	0.02	0.360	0.565	(A) Asian
PRKCB	16p12.2-p12.1	5.79	5.94	1.55	1.43	-0.15	0.360	0.565	(B) White
ANKRD40CL	17q21.33	0.36	0.44	0.74	0.85	-0.08	0.360	0.565	(B) White
SIKE1	1p13.2	9.16	9.21	0.52	0.50	-0.05	0.361	0.565	(B) White
PROM2	2q11.1	2.64	2.87	2.56	1.97	-0.23	0.361	0.566	(B) White
PHF12	17q11.2	9.46	9.41	0.49	0.48	0.05	0.361	0.566	(A) Asian
PRSS38	1q42.13	0.07	0.13	0.44	0.62	-0.05	0.361	0.566	(B) White
SP140	2q37.1	5.36	5.50	1.42	1.45	-0.15	0.361	0.566	(B) White
ANAPC2	9q34.3	10.12	10.07	0.51	0.51	0.05	0.361	0.566	(A) Asian
SUDS3	12q24.23	9.50	9.45	0.54	0.47	0.05	0.361	0.566	(A) Asian
MAPT-AS1	17q21.31	0.03	0.01	0.28	0.07	0.02	0.361	0.566	(A) Asian
SEZ6L	22q12.1	0.76	0.65	1.28	0.87	0.11	0.361	0.566	(A) Asian
GADD45G	9q22.2	9.90	10.07	1.78	1.56	-0.17	0.362	0.566	(B) White
SP6	17q21.32	4.48	4.32	1.53	1.49	0.15	0.362	0.566	(A) Asian
CWC25	17q12	8.26	8.30	0.47	0.44	-0.05	0.362	0.566	(B) White
GAGE10	Xp11.23	0.14	0.21	0.69	0.82	-0.08	0.362	0.566	(B) White
SLC48A1	12q13.11	9.43	9.49	0.58	0.68	-0.06	0.362	0.566	(B) White
CYCSP52	1q23.1	0.05	0.08	0.19	0.23	-0.02	0.362	0.566	(B) White
LYSMD2	15q21.2	8.35	8.28	0.67	0.58	0.06	0.362	0.566	(A) Asian
SMTNL2	17p13.2	1.53	1.66	1.42	1.29	-0.14	0.362	0.566	(B) White
GNG11	7q21.3	8.95	8.85	0.91	0.93	0.09	0.362	0.566	(A) Asian
RBBP5	1q32.1	8.44	8.53	0.94	0.95	-0.10	0.362	0.566	(B) White
SPRYD7	13q14.2	8.50	8.58	0.72	0.68	-0.07	0.362	0.566	(B) White
HES6	2q37.3	7.55	7.45	1.01	1.00	0.10	0.362	0.566	(A) Asian
NCSTN	1q23.2	11.77	11.71	0.61	0.61	0.06	0.362	0.566	(A) Asian
CR2	1q32.2	1.71	1.51	2.22	1.74	0.20	0.362	0.566	(A) Asian
SLC9A1	1p36.11	7.76	7.85	0.91	0.91	-0.09	0.362	0.566	(B) White
OR6C3	12q13.2	0.01	0.00	0.11	0.04	0.01	0.362	0.566	(A) Asian
EPB41L2	6q23.1-q23.2	9.29	9.39	1.05	0.99	-0.10	0.362	0.566	(B) White
NAA40	11q13.1	8.04	7.96	0.80	0.73	0.08	0.362	0.566	(A) Asian
SYNGR3	16p13.3	3.08	2.89	1.83	1.93	0.19	0.362	0.566	(A) Asian
HEXA	15q23	11.51	11.58	0.70	0.69	-0.07	0.362	0.567	(B) White
ITGAD	16p11.2	3.43	3.24	1.90	1.87	0.19	0.362	0.567	(A) Asian
GPD1L	3p22.3	7.55	7.42	1.32	1.19	0.13	0.362	0.567	(A) Asian
PPP1R14A	19q13.2	6.14	6.27	1.23	1.32	-0.13	0.363	0.567	(B) White
TAC4	17q21.33	0.27	0.32	0.47	0.48	-0.05	0.363	0.567	(B) White
KRT3	12q13.13	0.07	0.11	0.43	0.35	-0.04	0.363	0.567	(B) White
WDFY2	13q14.3	7.13	7.21	0.72	0.73	-0.07	0.363	0.567	(B) White
ANXA8L1	10q11.22	0.05	0.02	0.35	0.11	0.03	0.363	0.567	(A) Asian
SLC41A1	1q32.1	8.08	8.22	1.52	1.18	-0.14	0.363	0.567	(B) White
TMEM8B	9p13.3	8.06	8.13	0.69	0.72	-0.07	0.363	0.567	(B) White
EPHA10	1p34.3	2.75	3.00	2.45	2.66	-0.26	0.363	0.567	(B) White
TMEM260	14q22.3	8.56	8.49	0.74	0.64	0.07	0.363	0.567	(A) Asian
CAPNS1	19q13.12	12.63	12.57	0.59	0.61	0.06	0.363	0.567	(A) Asian
IL33	9p24.1	6.97	7.13	1.63	1.64	-0.16	0.363	0.567	(B) White
WBP11	12p12.3	10.51	10.46	0.49	0.47	0.05	0.363	0.568	(A) Asian
NPLOC4	17q25.3	11.74	11.69	0.47	0.52	0.05	0.363	0.568	(A) Asian
RMND1	6q25.1	9.09	9.15	0.65	0.62	-0.06	0.363	0.568	(B) White
TAP2	6p21.32	10.50	10.40	0.94	0.87	0.09	0.363	0.568	(A) Asian
TTLL2	6q27	3.02	3.22	2.06	1.94	-0.20	0.363	0.568	(B) White
HOXA10	7p15.2	4.53	4.24	3.05	2.84	0.30	0.363	0.568	(A) Asian
SPATA31D4	9q21.32	0.02	0.04	0.14	0.18	-0.02	0.363	0.568	(B) White
SYT4	18q12.3	0.32	0.25	0.94	0.54	0.08	0.363	0.568	(A) Asian
LINC00028	20q11.21	0.08	0.06	0.26	0.20	0.02	0.363	0.568	(A) Asian
ZNF146	19q13.12	10.28	10.34	0.50	0.57	-0.05	0.364	0.568	(B) White
ZNF875	19q13.12	8.52	8.44	0.81	0.89	0.09	0.364	0.568	(A) Asian
THOC2	Xq25	9.63	9.69	0.70	0.51	-0.06	0.364	0.568	(B) White
ZNF217	20q13.2	9.66	9.75	1.00	0.86	-0.09	0.364	0.568	(B) White
SYCP2L	6p24.2	0.98	1.10	1.19	1.14	-0.12	0.364	0.568	(B) White
MRM3	17p13.3	8.77	8.84	0.69	0.79	-0.07	0.364	0.568	(B) White
ACSL4	Xq23	11.75	11.50	2.53	2.45	0.25	0.364	0.568	(A) Asian
RGL4	22q11.23	2.94	2.81	1.28	1.40	0.13	0.364	0.568	(A) Asian
C10ORF99	10q23.1	0.23	0.31	0.73	0.96	-0.08	0.364	0.568	(B) White
PNP	14q11.2	9.72	9.63	0.83	0.90	0.09	0.364	0.568	(A) Asian
CD300A	17q25.1	6.62	6.74	1.29	1.23	-0.13	0.364	0.569	(B) White
DNAJB1	19p13.12	11.57	11.50	0.78	0.73	0.08	0.364	0.569	(A) Asian
UBTD2	5q35.1	9.00	8.95	0.53	0.53	0.05	0.365	0.569	(A) Asian
HIST2H2AB	1q21.2	0.57	0.50	0.68	0.64	0.07	0.365	0.569	(A) Asian
CELF4	18q12.2	2.16	2.01	1.59	1.52	0.16	0.365	0.569	(A) Asian
TBX6	16p11.2	4.27	4.37	1.04	0.99	-0.10	0.365	0.569	(B) White
P2RY2	11q13.4	6.12	5.99	1.27	1.24	0.13	0.365	0.569	(A) Asian
ANKRD13B	17q11.2	5.40	5.27	1.49	1.15	0.13	0.365	0.570	(A) Asian
PRCD	17q25.1	2.86	2.96	0.95	1.12	-0.10	0.365	0.570	(B) White
LBH	2p23.1	9.01	9.13	1.21	1.13	-0.12	0.365	0.570	(B) White
INO80B	2p13.1	9.03	8.96	0.67	0.69	0.07	0.365	0.570	(A) Asian
ZNF814	19q13.43	7.70	7.78	0.87	0.83	-0.08	0.365	0.570	(B) White
EPHA8	1p36.12	0.40	0.32	0.89	0.63	0.08	0.366	0.570	(A) Asian
NOL8	9q22.31	8.87	8.82	0.52	0.47	0.05	0.366	0.570	(A) Asian
FBXO24	7q22.1	4.19	4.11	0.88	0.88	0.09	0.366	0.571	(A) Asian
YWHAG	7q11.23	11.88	11.93	0.47	0.50	-0.05	0.366	0.571	(B) White
KBTBD12	3q21.3	0.77	0.91	1.42	1.46	-0.14	0.366	0.571	(B) White
DNAAF4	15q21.3	2.24	2.40	1.56	1.66	-0.16	0.366	0.571	(B) White
TCL6	14q32.13	1.80	1.61	1.92	1.98	0.19	0.366	0.571	(A) Asian
TULP3	12p13.33	8.46	8.39	0.72	0.62	0.07	0.367	0.571	(A) Asian
PIP4K2B	17q12	10.35	10.30	0.49	0.46	0.05	0.367	0.571	(A) Asian
ZSCAN21	7q22.1	8.25	8.20	0.51	0.51	0.05	0.367	0.571	(A) Asian
THSD7B	2q22.1	2.39	2.55	1.51	1.61	-0.16	0.367	0.571	(B) White
ZNF443	19p13.2	5.93	5.99	0.66	0.62	-0.06	0.367	0.571	(B) White
PCDH10	4q28.3	0.58	0.67	0.95	0.96	-0.10	0.367	0.571	(B) White
IFNL2	19q13.2	0.04	0.02	0.22	0.15	0.02	0.367	0.571	(A) Asian
KRTAP10-3	21q22.3	0.02	0.04	0.15	0.19	-0.02	0.367	0.571	(B) White
KCNIP4	4p15.31-p15.2	2.80	2.89	0.97	0.75	-0.09	0.367	0.572	(B) White
MDGA2	14q21.3	1.38	1.62	2.23	2.52	-0.24	0.367	0.572	(B) White
DHRS3	1p36.21	12.60	12.69	0.87	0.79	-0.08	0.367	0.572	(B) White
CHCHD7	8q12.1	9.29	9.22	0.83	0.76	0.08	0.367	0.572	(A) Asian
RUBCNL	13q14.13	4.62	4.47	1.56	1.37	0.15	0.367	0.572	(A) Asian
VEPH1	3q25.31-q25.32	2.78	3.03	2.52	2.50	-0.25	0.367	0.572	(B) White
SLC30A10	1q41	9.48	9.63	1.77	1.37	-0.16	0.368	0.572	(B) White
FOXO3	6q21	9.80	9.87	0.67	0.76	-0.07	0.368	0.572	(B) White
CMTM5	14q11.2	0.27	0.33	0.43	0.71	-0.06	0.368	0.572	(B) White
SYMPK	19q13.32	11.31	11.26	0.54	0.51	0.05	0.368	0.572	(A) Asian
LINC00909	18q22.3	7.09	7.03	0.62	0.60	0.06	0.368	0.572	(A) Asian
ECEL1	2q37.1	2.16	2.45	2.81	3.07	-0.29	0.368	0.572	(B) White
LCE1B	1q21.3	0.10	0.15	0.47	0.45	-0.05	0.368	0.573	(B) White
HCK	20q11.21	7.28	7.41	1.35	1.30	-0.13	0.368	0.573	(B) White
ZNF749	19q13.43	5.38	5.30	0.76	0.87	0.08	0.368	0.573	(A) Asian
PPARGC1B	5q32	3.85	3.98	1.29	1.18	-0.12	0.369	0.573	(B) White
TUBB1	20q13.32	3.73	3.83	0.96	0.98	-0.10	0.369	0.573	(B) White
ST6GAL2	2q12.3	3.16	3.39	2.30	2.25	-0.23	0.369	0.573	(B) White
C17ORF102	17q12	0.20	0.24	0.41	0.49	-0.04	0.369	0.573	(B) White
CCDC151	19p13.2	3.03	2.91	1.30	1.11	0.12	0.369	0.573	(A) Asian
COA1	7p13	9.01	8.96	0.50	0.54	0.05	0.369	0.573	(A) Asian
EP400	12q24.33	9.63	9.69	0.61	0.53	-0.06	0.369	0.573	(B) White
LINC01341	1q44	4.69	4.55	1.39	1.50	0.14	0.369	0.573	(A) Asian
PRRC2A	6p21.33	11.99	11.93	0.64	0.60	0.06	0.369	0.574	(A) Asian
CYP20A1	2q33.2	8.97	9.01	0.41	0.42	-0.04	0.369	0.574	(B) White
RAD51AP2	2p24.2	1.91	1.79	1.23	1.26	0.12	0.369	0.574	(A) Asian
ZNF45	19q13.31	7.23	7.30	0.80	0.70	-0.07	0.369	0.574	(B) White
IFT27	22q12.3	9.14	9.06	0.78	0.74	0.08	0.369	0.574	(A) Asian
MAP1LC3A	20q11.22	9.01	8.88	1.37	1.30	0.13	0.369	0.574	(A) Asian
SYT16	14q23.2	0.13	0.09	0.47	0.33	0.04	0.369	0.574	(A) Asian
TEPP	16q21	0.17	0.22	0.49	0.54	-0.05	0.369	0.574	(B) White
CDK16	Xp11.3	10.33	10.26	0.66	0.69	0.07	0.369	0.574	(A) Asian
NPIPB13	16p11.2	2.39	2.59	2.07	2.05	-0.20	0.370	0.574	(B) White
PDK2	17q21.33	10.63	10.71	0.80	0.75	-0.08	0.370	0.574	(B) White
RAB3IL1	11q12.2-q12.3	7.46	7.31	1.51	1.43	0.15	0.370	0.574	(A) Asian
OPN5	6p12.3	0.08	0.11	0.25	0.41	-0.03	0.370	0.574	(B) White
TXNDC12	1p32.3	10.80	10.76	0.45	0.45	0.04	0.370	0.574	(A) Asian
ADIG	20q11.23	1.09	0.96	1.33	1.29	0.13	0.370	0.574	(A) Asian
KLRC1	12p13.2	1.99	1.85	1.42	1.30	0.14	0.370	0.574	(A) Asian
TMEM185A	Xq28	8.03	8.11	0.88	0.58	-0.07	0.370	0.575	(B) White
NACAD	7p13	2.84	2.98	1.48	1.44	-0.15	0.370	0.575	(B) White
PITX2	4q25	1.07	1.28	2.01	2.13	-0.20	0.370	0.575	(B) White
NUCB1	19q13.33	13.54	13.60	0.56	0.63	-0.06	0.370	0.575	(B) White
FOXN3-AS2	14q32.11	0.04	0.05	0.18	0.18	-0.02	0.370	0.575	(B) White
SFTA2	6p21.33	0.54	0.66	1.31	1.28	-0.13	0.370	0.575	(B) White
SNX5	20p11.23	10.75	10.70	0.49	0.46	0.05	0.370	0.575	(A) Asian
NKAIN1	1p35.2	1.32	1.17	1.46	1.43	0.14	0.371	0.575	(A) Asian
PSG8	19q13.2	0.53	0.63	1.00	0.99	-0.10	0.371	0.575	(B) White
TMEM43	3p25.1	9.96	9.90	0.63	0.59	0.06	0.371	0.575	(A) Asian
TLR7	Xp22.2	4.31	4.46	1.64	1.45	-0.15	0.371	0.575	(B) White
SLC5A8	12q23.1-q23.2	0.08	0.13	0.44	0.58	-0.05	0.371	0.575	(B) White
LPAR1	9q31.3	3.56	3.77	2.22	2.10	-0.21	0.371	0.575	(B) White
RBMXL3	Xq23	0.01	0.01	0.05	0.11	-0.01	0.371	0.575	(B) White
TMPRSS11BNL	4q13.2	0.01	0.02	0.10	0.17	-0.01	0.371	0.575	(B) White
AIPL1	17p13.2	0.10	0.14	0.32	0.46	-0.04	0.371	0.575	(B) White
NFRKB	11q24.3	9.16	9.11	0.53	0.48	0.05	0.371	0.575	(A) Asian
REPIN1	7q36.1	11.81	11.75	0.54	0.54	0.05	0.371	0.575	(A) Asian
SDK2	17q25.1	3.69	3.94	2.53	2.43	-0.25	0.371	0.575	(B) White
ASB3	2p16.2	7.53	7.58	0.53	0.49	-0.05	0.371	0.575	(B) White
ANKRD13A	12q24.11	9.81	9.76	0.62	0.53	0.06	0.371	0.575	(A) Asian
FREM1	9p22.3	2.09	2.32	2.31	2.24	-0.23	0.371	0.575	(B) White
SLC25A43	Xq24	8.82	8.74	0.77	0.83	0.08	0.371	0.576	(A) Asian
SUFU	10q24.32	8.58	8.63	0.50	0.50	-0.05	0.371	0.576	(B) White
UBE2E2	3p24.3	7.94	8.06	1.36	1.06	-0.12	0.372	0.576	(B) White
SLC4A9	5q31.3	0.51	0.45	0.70	0.60	0.06	0.372	0.576	(A) Asian
NCOA3	20q13.12	9.78	9.71	0.76	0.61	0.07	0.372	0.576	(A) Asian
IARS	9q22.31	10.60	10.66	0.72	0.61	-0.07	0.372	0.576	(B) White
ZNF638	2p13.3-p13.2	10.79	10.82	0.36	0.37	-0.04	0.372	0.576	(B) White
CHAMP1	13q34	8.48	8.56	0.86	0.75	-0.08	0.372	0.576	(B) White
PCNX2	1q42.2	5.40	5.58	1.85	1.80	-0.18	0.372	0.576	(B) White
SEPTIN5	22q11.21	7.74	7.58	1.76	1.47	0.16	0.372	0.576	(A) Asian
TSPAN19	12q21.31	0.10	0.15	0.42	0.43	-0.04	0.372	0.576	(B) White
PRRT1	6p21.32	3.83	3.94	1.01	1.19	-0.11	0.372	0.576	(B) White
OSTF1	9q21.13	9.30	9.35	0.50	0.53	-0.05	0.372	0.576	(B) White
VIPR1	3p22.1	4.93	5.13	1.96	1.97	-0.19	0.372	0.576	(B) White
HAT1	2q31.1	9.36	9.30	0.57	0.55	0.06	0.372	0.577	(A) Asian
HES2	1p36.31	2.80	2.99	1.88	2.03	-0.19	0.373	0.577	(B) White
ECSCR	5q31.2	6.03	5.92	1.04	1.07	0.10	0.373	0.577	(A) Asian
MVD	16q24.2	10.39	10.50	1.09	1.10	-0.11	0.373	0.577	(B) White
FAM157A	3q29	1.77	1.88	1.15	1.16	-0.11	0.373	0.577	(B) White
GGTLC1	20p11.21	3.43	3.25	1.85	1.79	0.18	0.373	0.577	(A) Asian
LINC00112	21q22.3	0.02	0.01	0.13	0.07	0.01	0.373	0.577	(A) Asian
CLINT1	5q33.3	11.02	11.09	0.64	0.68	-0.06	0.373	0.577	(B) White
ZKSCAN5	7q22.1	8.27	8.32	0.37	0.46	-0.04	0.373	0.577	(B) White
FAM174A	5q21.1	8.46	8.52	0.56	0.51	-0.05	0.373	0.578	(B) White
AXL	19q13.2	7.77	7.89	1.27	1.20	-0.12	0.373	0.578	(B) White
MFSD6L	17p13.1	1.29	1.14	1.57	1.37	0.15	0.373	0.578	(A) Asian
B3GALT6	1p36.33	9.22	9.16	0.66	0.61	0.06	0.373	0.578	(A) Asian
DNAH1	3p21.1	8.07	8.19	1.23	1.10	-0.11	0.373	0.578	(B) White
KANSL1	17q21.31	9.33	9.40	0.71	0.62	-0.07	0.374	0.578	(B) White
RSL1D1	16p13.13	11.46	11.41	0.45	0.50	0.05	0.374	0.578	(A) Asian
MCTS2P	20q11.21	2.77	2.89	1.26	1.08	-0.12	0.374	0.578	(B) White
TERB1	16q22.1	0.13	0.17	0.33	0.34	-0.03	0.374	0.578	(B) White
LOC441601	11p11.12	0.95	1.15	1.98	2.11	-0.20	0.374	0.578	(B) White
GFPT2	5q35.3	4.20	4.43	2.52	2.20	-0.23	0.374	0.578	(B) White
RIMBP3	22q11.21	3.83	3.70	1.39	1.26	0.13	0.374	0.578	(A) Asian
ANKRD46	8q22.3	9.27	9.19	0.82	0.89	0.08	0.374	0.578	(A) Asian
SH2D6	2p11.2	1.44	1.57	1.28	1.40	-0.13	0.374	0.578	(B) White
MIDN	19p13.3	10.33	10.41	0.72	0.83	-0.08	0.374	0.578	(B) White
WDR61	15q25.1	9.72	9.67	0.44	0.42	0.04	0.374	0.578	(A) Asian
ARL4A	7p21.3	8.49	8.38	1.06	1.16	0.11	0.374	0.578	(A) Asian
CDC34	19p13.3	10.89	10.95	0.68	0.64	-0.07	0.374	0.578	(B) White
ADPRHL2	1p34.3	9.37	9.31	0.59	0.54	0.06	0.374	0.578	(A) Asian
B4GALT4	3q13.32	9.00	8.94	0.58	0.57	0.06	0.374	0.578	(A) Asian
CNTLN	9p22.2	8.20	8.29	0.86	1.04	-0.09	0.374	0.578	(B) White
CXADRP3	18p11.21	0.91	1.00	0.91	0.85	-0.09	0.374	0.578	(B) White
RIMS2	8q22.3	1.02	1.18	1.64	1.68	-0.16	0.375	0.579	(B) White
SOGA1	20q11.23	6.54	6.43	1.06	1.06	0.10	0.375	0.579	(A) Asian
ASIC3	7q36.1	4.02	4.18	1.53	1.59	-0.15	0.375	0.579	(B) White
PPP1R3B	8p23.1	10.58	10.71	1.27	1.34	-0.13	0.375	0.580	(B) White
SHKBP1	19q13.2	9.99	9.92	0.74	0.60	0.07	0.376	0.580	(A) Asian
MRPL23-AS1	11p15.5	2.62	2.87	2.56	2.60	-0.25	0.376	0.580	(B) White
SPA17	11q24.2	5.71	5.83	1.32	1.12	-0.12	0.376	0.580	(B) White
CFAP77	9q34.13	0.07	0.10	0.23	0.27	-0.02	0.376	0.580	(B) White
FAM225A	9q32	2.26	2.12	1.65	1.30	0.15	0.376	0.580	(A) Asian
RAB15	14q23.3	9.18	9.09	1.01	0.89	0.09	0.376	0.580	(A) Asian
GMCL2	5q35.3	2.22	2.38	1.53	1.63	-0.15	0.376	0.580	(B) White
PGM3	6q14.1	8.92	8.85	0.80	0.81	0.08	0.376	0.580	(A) Asian
RANBP17	5q35.1	4.90	4.66	2.51	2.41	0.24	0.376	0.580	(A) Asian
PDE6C	10q23.33	1.12	1.00	1.33	1.28	0.13	0.376	0.580	(A) Asian
FIBP	11q13.1	10.04	9.99	0.53	0.52	0.05	0.376	0.580	(A) Asian
FAM13B	5q31.2	8.16	8.23	0.74	0.68	-0.07	0.376	0.580	(B) White
ZNF35	3p21.31	5.97	6.06	0.93	0.92	-0.09	0.376	0.580	(B) White
SCAF4	21q22.11	9.49	9.44	0.52	0.49	0.05	0.376	0.580	(A) Asian
OR13C5	9q31.1	0.02	0.01	0.13	0.09	0.01	0.376	0.580	(A) Asian
SSC4D	7q11.23	6.45	6.60	1.56	1.46	-0.15	0.376	0.580	(B) White
SDR39U1	14q12	9.66	9.72	0.58	0.49	-0.05	0.376	0.580	(B) White
ATF6B	6p21.32	10.92	10.98	0.57	0.56	-0.06	0.377	0.581	(B) White
RPAP3	12q13.11	8.80	8.76	0.44	0.38	0.04	0.377	0.581	(A) Asian
CLVS1	8q12.2-q12.3	4.21	4.45	2.48	2.29	-0.23	0.377	0.581	(B) White
FAR2P1	2q21.1	2.31	2.58	2.69	2.76	-0.27	0.377	0.581	(B) White
CBWD2	2q14.1	8.86	8.81	0.57	0.49	0.05	0.377	0.581	(A) Asian
PIK3C2G	12p12.3	6.28	6.55	2.67	2.86	-0.27	0.377	0.581	(B) White
TTF1	9q34.13	7.45	7.40	0.58	0.50	0.05	0.377	0.581	(A) Asian
CRISP1	6p12.3	0.19	0.15	0.49	0.40	0.04	0.377	0.581	(A) Asian
ZNF70	22q11.23	5.45	5.35	1.10	0.94	0.10	0.377	0.581	(A) Asian
RBM41	Xq22.3	7.15	7.21	0.68	0.62	-0.06	0.377	0.581	(B) White
NTMT1	9q34.11	9.30	9.24	0.67	0.70	0.07	0.377	0.581	(A) Asian
C17ORF50	17q12	0.37	0.31	0.66	0.54	0.06	0.377	0.581	(A) Asian
EEF2KMT	16p13.3	8.88	8.81	0.69	0.70	0.07	0.378	0.582	(A) Asian
KBTBD6	13q14.11	7.68	7.74	0.61	0.59	-0.06	0.378	0.582	(B) White
GK5	3q23	7.83	7.91	0.78	0.80	-0.08	0.378	0.582	(B) White
ITIH2	10p14	15.32	15.50	2.23	1.35	-0.18	0.378	0.582	(B) White
PTMAP11	9q22.33	0.80	0.87	0.73	0.80	-0.07	0.378	0.582	(B) White
SEMA3B	3p21.31	7.29	7.47	1.86	1.99	-0.19	0.378	0.582	(B) White
GRXCR2	5q32	0.05	0.03	0.20	0.18	0.02	0.378	0.582	(A) Asian
WDR20	14q32.31	8.25	8.29	0.47	0.46	-0.05	0.378	0.583	(B) White
DNAJB8	3q21.3	0.01	0.01	0.07	0.09	-0.01	0.378	0.583	(B) White
MBD6	12q13.3	10.38	10.43	0.52	0.57	-0.05	0.378	0.583	(B) White
ATG4B	2q37.3	10.09	10.04	0.50	0.55	0.05	0.378	0.583	(A) Asian
LRRC45	17q25.3	9.69	9.61	0.90	0.90	0.09	0.379	0.583	(A) Asian
ODF3B	22q13.33	7.90	8.00	1.06	1.02	-0.10	0.379	0.583	(B) White
PSMA5	1p13.3	11.37	11.31	0.65	0.58	0.06	0.379	0.583	(A) Asian
AVL9	7p14.3	7.86	7.92	0.69	0.66	-0.07	0.379	0.583	(B) White
SLC17A9	20q13.33	10.59	10.45	1.48	1.38	0.14	0.379	0.583	(A) Asian
ZP3	7q11.23	6.13	6.00	1.19	1.40	0.13	0.379	0.583	(A) Asian
MED6	14q24.2	8.31	8.36	0.50	0.46	-0.05	0.379	0.583	(B) White
ZSWIM2	2q32.1	0.02	0.03	0.11	0.13	-0.01	0.379	0.583	(B) White
USP26	Xq26.2	0.09	0.14	0.44	0.55	-0.05	0.379	0.583	(B) White
PRKAB1	12q24.23	9.64	9.59	0.45	0.55	0.05	0.379	0.583	(A) Asian
LINC-PINT	7q32.3	6.12	6.20	0.89	0.89	-0.09	0.379	0.583	(B) White
CCDC32	15q15.1	7.96	7.91	0.50	0.55	0.05	0.379	0.583	(A) Asian
FCGR3A	1q23.3	9.14	9.29	1.49	1.43	-0.14	0.379	0.583	(B) White
NR5A2	1q32.1	10.12	9.99	1.33	1.28	0.13	0.379	0.583	(A) Asian
ABCA12	2q35	0.74	0.88	1.47	1.45	-0.14	0.379	0.583	(B) White
RGN	Xp11.3	11.31	11.47	1.76	1.54	-0.16	0.379	0.583	(B) White
LINC00200	10p15.3	0.53	0.67	1.28	1.57	-0.14	0.379	0.583	(B) White
C17ORF64	17q23.2	0.66	0.58	0.97	0.86	0.09	0.380	0.583	(A) Asian
MS4A14	11q12.2	3.73	3.86	1.33	1.22	-0.12	0.380	0.583	(B) White
ZBTB3	11q12.3	6.35	6.30	0.53	0.53	0.05	0.380	0.584	(A) Asian
ZNF785	16p11.2	6.62	6.70	0.75	0.76	-0.07	0.380	0.584	(B) White
SBSPON	8q21.11	4.91	4.74	1.64	1.74	0.16	0.380	0.584	(A) Asian
PANX3	11q24.2	0.41	0.32	0.94	0.70	0.08	0.380	0.584	(A) Asian
KIF7	15q26.1	5.83	5.69	1.47	1.50	0.14	0.380	0.584	(A) Asian
PLA2G6	22q13.1	8.38	8.29	0.98	0.88	0.09	0.380	0.584	(A) Asian
IFT74	9p21.2	7.66	7.72	0.61	0.71	-0.06	0.380	0.584	(B) White
RAP2B	3q25.2	9.12	9.05	0.72	0.73	0.07	0.380	0.584	(A) Asian
NR1D2	3p24.2	9.68	9.75	0.67	0.72	-0.07	0.380	0.584	(B) White
CKAP2	13q14.3	8.17	8.07	0.94	0.96	0.09	0.380	0.584	(A) Asian
SUSD3	9q22.31	7.47	7.28	1.79	2.10	0.19	0.380	0.584	(A) Asian
JSRP1	19p13.3	2.48	2.30	1.90	1.84	0.18	0.380	0.584	(A) Asian
A1BG	19q13.43	14.18	14.42	2.58	2.26	-0.24	0.380	0.584	(B) White
YJEFN3	19p13.11	5.10	5.25	1.56	1.50	-0.15	0.381	0.584	(B) White
PKIG	20q13.12	9.51	9.57	0.62	0.55	-0.06	0.381	0.584	(B) White
POGLUT2	13q33.1	7.73	7.63	1.04	1.00	0.10	0.381	0.585	(A) Asian
COL27A1	9q32	8.61	8.78	1.93	1.42	-0.17	0.381	0.585	(B) White
TRIM37	17q22	8.71	8.77	0.63	0.65	-0.06	0.381	0.585	(B) White
MRPS5	2q11.1	10.67	10.62	0.53	0.49	0.05	0.381	0.585	(A) Asian
APOBEC1	12p13.31	0.10	0.16	0.52	0.66	-0.06	0.381	0.585	(B) White
MIB2	1p36.33	9.02	9.09	0.77	0.61	-0.07	0.381	0.585	(B) White
GPRC5D	12p13.1	2.26	2.15	1.19	1.16	0.11	0.381	0.585	(A) Asian
SNORD1C	17q25.1	3.65	3.77	1.24	1.23	-0.12	0.381	0.585	(B) White
